tgDataLogger2 started logging at time 04122024_154240, with 30 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(activated_cable).RestLen,6_SCA(activated_cable).CurrLen,6_SCA(activated_cable).Tension,7_SCA(activated_cable).RestLen,7_SCA(activated_cable).CurrLen,7_SCA(activated_cable).Tension,8_SCA(activated_cable).RestLen,8_SCA(activated_cable).CurrLen,8_SCA(activated_cable).Tension,9_SCA(activated_cable).RestLen,9_SCA(activated_cable).CurrLen,9_SCA(activated_cable).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(springs).RestLen,26_SCA(springs).CurrLen,26_SCA(springs).Tension,27_SCA(springs).RestLen,27_SCA(springs).CurrLen,27_SCA(springs).Tension,28_SCA(springs).RestLen,28_SCA(springs).CurrLen,28_SCA(springs).Tension,29_SCA(springs).RestLen,29_SCA(springs).CurrLen,29_SCA(springs).Tension,
0.0101,-0.481518,3.62194,0.967298,-0.137509,0.0544889,0.731354,0.099995,0.420435,5.50837,-1.29076,-0.137509,0.0544889,0.731354,0.099995,-1.4663,5.0153,-0.359167,-0.301082,-0.132933,-0.833464,0.099995,1.40522,4.11501,0.0357041,-0.301082,-0.132933,-0.833464,0.099995,-0.218687,3.45793,-1.16188,-1.84599,0.179432,0.136396,0.099995,0.157604,5.67238,0.83842,-1.84599,0.179432,0.136396,0.099995,2.99814,3.02953,56.5053,2.99814,3.02953,56.5053,2.99814,3.02953,56.5053,2.99814,3.02953,56.5053,2.89713,2.98687,88.8426,2.89713,2.98666,88.6323,2.89713,2.98651,88.4834,2.89713,2.98654,88.5205,2.89713,2.98701,88.9822,2.89713,2.98687,88.8426,2.89713,2.98666,88.6323,2.89713,2.98651,88.4834,2.89713,2.98654,88.5205,2.89713,2.98701,88.9822,2.89713,2.98701,88.9822,2.89713,2.98651,88.4834,2.89713,2.98654,88.5205,2.89713,2.98701,88.9822,2.89713,2.98654,88.5205,2.89713,2.98651,88.4834,2.89713,2.98687,88.8426,2.89713,2.98666,88.6323,2.89713,2.98666,88.6323,2.89713,2.98687,88.8426,
0.0202,-0.46258,3.64659,0.919886,-0.138567,0.0554372,0.731656,0.099995,0.401497,5.4538,-1.24335,-0.138567,0.0554372,0.731656,0.099995,-1.40035,4.98138,-0.34866,-0.297926,-0.135773,-0.833887,0.099995,1.33927,4.119,0.0251966,-0.297926,-0.135773,-0.833887,0.099995,-0.205849,3.49668,-1.11188,-1.84566,0.179387,0.136661,0.099995,0.144766,5.60371,0.788421,-1.84566,0.179387,0.136661,0.099995,2.99814,3.02965,56.7226,2.99814,3.02965,56.7226,2.99814,3.02965,56.7226,2.99814,3.02965,56.7226,2.89713,2.97502,77.1106,2.89713,2.97534,77.424,2.89713,2.97487,76.9595,2.89713,2.97477,76.8676,2.89713,2.97513,77.2187,2.89713,2.97502,77.1106,2.89713,2.97534,77.424,2.89713,2.97487,76.9595,2.89713,2.97477,76.8676,2.89713,2.97513,77.2187,2.89713,2.97513,77.2187,2.89713,2.97487,76.9595,2.89713,2.97477,76.8676,2.89713,2.97513,77.2187,2.89713,2.97477,76.8676,2.89713,2.97487,76.9595,2.89713,2.97502,77.1106,2.89713,2.97534,77.424,2.89713,2.97534,77.424,2.89713,2.97502,77.1106,
0.0303,-0.435566,3.67812,0.852255,-0.139513,0.0562855,0.731926,0.099995,0.374483,5.37233,-1.17572,-0.139513,0.0562855,0.731926,0.099995,-1.31055,4.92952,-0.335264,-0.301783,-0.132303,-0.833371,0.099995,1.24947,4.12093,0.0118003,-0.301783,-0.132303,-0.833371,0.099995,-0.191261,3.54482,-1.04498,-1.84492,0.179287,0.13725,0.099995,0.130178,5.50563,0.721517,-1.84492,0.179287,0.13725,0.099995,2.99814,3.02944,56.3484,2.99814,3.02944,56.3484,2.99814,3.02944,56.3484,2.99814,3.02944,56.3484,2.89713,2.96535,67.5337,2.89713,2.96574,67.923,2.89713,2.96518,67.3669,2.89713,2.96508,67.2716,2.89713,2.96549,67.6738,2.89713,2.96535,67.5337,2.89713,2.96574,67.923,2.89713,2.96518,67.3669,2.89713,2.96508,67.2716,2.89713,2.96549,67.6738,2.89713,2.96549,67.6738,2.89713,2.96518,67.3669,2.89713,2.96508,67.2716,2.89713,2.96549,67.6738,2.89713,2.96508,67.2716,2.89713,2.96518,67.3669,2.89713,2.96535,67.5337,2.89713,2.96574,67.923,2.89713,2.96574,67.923,2.89713,2.96535,67.5337,
0.0404,-0.404227,3.70869,0.773798,-0.139915,0.056646,0.73204,0.099995,0.343144,5.27181,-1.09726,-0.139915,0.056646,0.73204,0.099995,-1.21064,4.86343,-0.321346,-0.298235,-0.135495,-0.833845,0.099995,1.14956,4.11707,-0.00211706,-0.298235,-0.135495,-0.833845,0.099995,-0.17787,3.59034,-0.972384,-1.84423,0.179194,0.137793,0.099995,0.116787,5.39016,0.648921,-1.84423,0.179194,0.137793,0.099995,2.99814,3.0297,56.8061,2.99814,3.0297,56.8061,2.99814,3.0297,56.8061,2.99814,3.0297,56.8061,2.89713,2.96324,65.4458,2.89713,2.96344,65.6475,2.89713,2.96295,65.1616,2.89713,2.96299,65.2007,2.89713,2.96329,65.5023,2.89713,2.96324,65.4458,2.89713,2.96344,65.6475,2.89713,2.96295,65.1616,2.89713,2.96299,65.2007,2.89713,2.96329,65.5023,2.89713,2.96329,65.5023,2.89713,2.96295,65.1616,2.89713,2.96299,65.2007,2.89713,2.96329,65.5023,2.89713,2.96299,65.2007,2.89713,2.96295,65.1616,2.89713,2.96324,65.4458,2.89713,2.96344,65.6475,2.89713,2.96344,65.6475,2.89713,2.96324,65.4458,
0.0505,-0.373715,3.72752,0.697411,-0.139722,0.0564725,0.731985,0.099995,0.312632,5.16301,-1.02087,-0.139722,0.0564725,0.731985,0.099995,-1.11665,4.78823,-0.309041,-0.301645,-0.132427,-0.833389,0.099995,1.05556,4.1023,-0.014422,-0.301645,-0.132427,-0.833389,0.099995,-0.167676,3.61939,-0.906463,-1.84382,0.179137,0.138125,0.099995,0.106593,5.27114,0.583,-1.84382,0.179137,0.138125,0.099995,2.99814,3.03079,58.7618,2.99814,3.03079,58.7618,2.99814,3.03079,58.7618,2.99814,3.03079,58.7618,2.89713,2.96987,72.0136,2.89713,2.96935,71.4948,2.89713,2.96903,71.1818,2.89713,2.96899,71.1414,2.89713,2.96966,71.8019,2.89713,2.96987,72.0136,2.89713,2.96935,71.4948,2.89713,2.96903,71.1818,2.89713,2.96899,71.1414,2.89713,2.96966,71.8019,2.89713,2.96966,71.8019,2.89713,2.96903,71.1818,2.89713,2.96899,71.1414,2.89713,2.96966,71.8019,2.89713,2.96899,71.1414,2.89713,2.96903,71.1818,2.89713,2.96987,72.0136,2.89713,2.96935,71.4948,2.89713,2.96935,71.4948,2.89713,2.96987,72.0136,
0.0606,-0.351985,3.71798,0.643009,-0.139345,0.0561341,0.731878,0.099995,0.290902,5.06257,-0.966472,-0.139345,0.0561341,0.731878,0.099995,-1.05112,4.71166,-0.300897,-0.30113,-0.13289,-0.833457,0.099995,0.990041,4.06889,-0.0225667,-0.30113,-0.13289,-0.833457,0.099995,-0.161676,3.61452,-0.862192,-1.84373,0.179126,0.13819,0.099995,0.100593,5.16603,0.538729,-1.84373,0.179126,0.13819,0.099995,2.99814,3.03232,61.5283,2.99814,3.03232,61.5283,2.99814,3.03232,61.5283,2.99814,3.03232,61.5283,2.89713,2.97948,81.53,2.89713,2.97798,80.0416,2.89713,2.97777,79.8312,2.89713,2.97722,79.2852,2.89713,2.97892,80.9699,2.89713,2.97948,81.53,2.89713,2.97798,80.0416,2.89713,2.97777,79.8312,2.89713,2.97722,79.2852,2.89713,2.97892,80.9699,2.89713,2.97892,80.9699,2.89713,2.97777,79.8312,2.89713,2.97722,79.2852,2.89713,2.97892,80.9699,2.89713,2.97722,79.2852,2.89713,2.97777,79.8312,2.89713,2.97948,81.53,2.89713,2.97798,80.0416,2.89713,2.97798,80.0416,2.89713,2.97948,81.53,
0.0707,-0.34536,3.66684,0.626423,-0.139315,0.0561073,0.731869,0.099995,0.284277,4.98372,-0.949887,-0.139315,0.0561073,0.731869,0.099995,-1.03134,4.64008,-0.298501,-0.299739,-0.134143,-0.833643,0.099995,0.970259,4.01048,-0.0249625,-0.299739,-0.134143,-0.833643,0.099995,-0.160001,3.56437,-0.84912,-1.84362,0.17911,0.138281,0.099995,0.0989182,5.08619,0.525657,-1.84362,0.17911,0.138281,0.099995,2.99814,3.03344,63.538,2.99814,3.03344,63.538,2.99814,3.03344,63.538,2.99814,3.03344,63.538,2.89713,2.98325,85.26,2.89713,2.9811,83.1349,2.89713,2.98093,82.9642,2.89713,2.97972,81.765,2.89713,2.98255,84.5617,2.89713,2.98325,85.26,2.89713,2.9811,83.1349,2.89713,2.98093,82.9642,2.89713,2.97972,81.765,2.89713,2.98255,84.5617,2.89713,2.98255,84.5617,2.89713,2.98093,82.9642,2.89713,2.97972,81.765,2.89713,2.98255,84.5617,2.89713,2.97972,81.765,2.89713,2.98093,82.9642,2.89713,2.98325,85.26,2.89713,2.9811,83.1349,2.89713,2.9811,83.1349,2.89713,2.98325,85.26,
0.0808,-0.353702,3.57439,0.647308,-0.139711,0.0564629,0.731982,0.099995,0.292619,4.92616,-0.970771,-0.139711,0.0564629,0.731982,0.099995,-1.05633,4.57337,-0.301545,-0.302072,-0.132043,-0.833333,0.099995,0.995243,3.92717,-0.0219183,-0.302072,-0.132043,-0.833333,0.099995,-0.162074,3.47081,-0.865449,-1.84336,0.179075,0.138485,0.099995,0.100991,5.02974,0.541986,-1.84336,0.179075,0.138485,0.099995,2.99814,3.03372,64.037,2.99814,3.03372,64.037,2.99814,3.03372,64.037,2.99814,3.03372,64.037,2.89713,2.97887,80.9218,2.89713,2.97659,78.6674,2.89713,2.97641,78.4828,2.89713,2.97498,77.0721,2.89713,2.97813,80.1876,2.89713,2.97887,80.9218,2.89713,2.97659,78.6674,2.89713,2.97641,78.4828,2.89713,2.97498,77.0721,2.89713,2.97813,80.1876,2.89713,2.97813,80.1876,2.89713,2.97641,78.4828,2.89713,2.97498,77.0721,2.89713,2.97813,80.1876,2.89713,2.97498,77.0721,2.89713,2.97641,78.4828,2.89713,2.97887,80.9218,2.89713,2.97659,78.6674,2.89713,2.97659,78.6674,2.89713,2.97887,80.9218,
0.0909,-0.372595,3.44986,0.694606,-0.14022,0.0569193,0.732126,0.099995,0.311512,4.88066,-1.01807,-0.14022,0.0569193,0.732126,0.099995,-1.1133,4.50707,-0.308674,-0.299547,-0.134316,-0.833668,0.099995,1.05222,3.82346,-0.0147889,-0.299547,-0.134316,-0.833668,0.099995,-0.167227,3.34266,-0.903545,-1.84326,0.17906,0.138572,0.099995,0.106144,4.98786,0.580082,-1.84326,0.17906,0.138572,0.099995,2.99814,3.0334,63.4741,2.99814,3.0334,63.4741,2.99814,3.0334,63.4741,2.99814,3.0334,63.4741,2.89713,2.97082,72.9519,2.89713,2.96865,70.8032,2.89713,2.96855,70.7016,2.89713,2.96738,69.5438,2.89713,2.97012,72.2614,2.89713,2.97082,72.9519,2.89713,2.96865,70.8032,2.89713,2.96855,70.7016,2.89713,2.96738,69.5438,2.89713,2.97012,72.2614,2.89713,2.97012,72.2614,2.89713,2.96855,70.7016,2.89713,2.96738,69.5438,2.89713,2.97012,72.2614,2.89713,2.96738,69.5438,2.89713,2.96855,70.7016,2.89713,2.97082,72.9519,2.89713,2.96865,70.8032,2.89713,2.96865,70.8032,2.89713,2.97082,72.9519,
0.101,-0.395506,3.33663,0.756427,-0.0941711,0.107203,0.754177,0.099995,0.337436,4.83827,-1.07994,-0.137186,0.0613231,0.732491,0.099995,-1.1876,4.43874,-0.31679,-0.289616,-0.141346,-0.835752,0.099995,1.1262,3.70575,-0.00814099,-0.309199,-0.129233,-0.831339,0.099995,-0.173894,3.19243,-0.954589,-1.84907,0.138571,0.137032,0.099995,0.114664,4.95321,0.638549,-1.85236,0.122395,0.136283,0.099995,2.99814,3.01822,36.1404,2.99814,3.03314,63.0055,2.99814,3.04893,91.418,2.99814,3.03288,62.5395,2.89713,2.97261,74.7264,2.89713,2.96458,66.7729,2.89713,2.96307,65.2816,2.89713,2.91026,12.9954,2.89713,2.96646,68.6366,2.89713,2.9678,69.9588,2.89713,2.96046,62.6956,2.89713,2.96392,66.1214,2.89713,2.96307,65.2837,2.89713,2.96152,63.7468,2.89713,2.96529,67.4807,2.89713,2.97124,73.3691,2.89713,2.97679,78.8595,2.89713,2.96852,70.6756,2.89713,2.96286,65.069,2.89713,2.96368,65.8885,2.89713,2.96599,68.1741,2.89713,2.96797,70.1347,2.89713,2.96147,63.6916,2.89713,2.97099,73.1242,
