tgDataLogger2 started logging at time 04122024_161239, with 30 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(springs).RestLen,6_SCA(springs).CurrLen,6_SCA(springs).Tension,7_SCA(springs).RestLen,7_SCA(springs).CurrLen,7_SCA(springs).Tension,8_SCA(springs).RestLen,8_SCA(springs).CurrLen,8_SCA(springs).Tension,9_SCA(springs).RestLen,9_SCA(springs).CurrLen,9_SCA(springs).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(activated_cable).RestLen,26_SCA(activated_cable).CurrLen,26_SCA(activated_cable).Tension,27_SCA(activated_cable).RestLen,27_SCA(activated_cable).CurrLen,27_SCA(activated_cable).Tension,28_SCA(activated_cable).RestLen,28_SCA(activated_cable).CurrLen,28_SCA(activated_cable).Tension,29_SCA(activated_cable).RestLen,29_SCA(activated_cable).CurrLen,29_SCA(activated_cable).Tension,
0.0101,5.23879e-16,4.49505,1.53845,-0.00532543,-1.08447e-16,-1.80222e-15,0.099995,1.16857e-16,4.49505,-1.53845,-0.00532543,2.02184e-16,-2.12303e-15,0.099995,-1.51704,4.50244,-6.22048e-17,-0.00128774,4.73796e-17,-1.5708,0.099995,1.51704,4.48765,1.9231e-16,-0.00128774,1.58294e-17,-1.5708,0.099995,0.0132706,2.99186,3.02719e-15,-1.56989,-2.97674e-15,1.14019e-16,0.099995,-0.0132706,5.99824,-3.01098e-15,-1.56989,-3.15783e-15,-2.15621e-17,0.099995,2.77592,2.98707,95.0179,2.77592,2.98633,94.6844,2.77592,2.986,94.5382,2.77592,2.98558,94.3488,2.77592,2.98706,95.0136,2.77592,2.98707,95.0179,2.77592,2.98633,94.6844,2.77592,2.986,94.5382,2.77592,2.98558,94.3488,2.77592,2.98706,95.0136,2.77592,2.98706,95.0136,2.77592,2.986,94.5382,2.77592,2.98558,94.3488,2.77592,2.98706,95.0136,2.77592,2.98558,94.3488,2.77592,2.986,94.5382,2.77592,2.98707,95.0179,2.77592,2.98633,94.6844,2.77592,2.98633,94.6844,2.77592,2.98707,95.0179,2.99814,3.03061,58.4469,2.99814,3.03061,58.4469,2.99814,3.03061,58.4469,2.99814,3.03061,58.4469,
0.0202,5.66217e-16,4.48008,1.47062,-0.00688897,-6.70193e-16,-4.97045e-15,0.099995,2.70987e-16,4.48008,-1.47062,-0.00688897,4.25751e-16,-5.23733e-15,0.099995,-1.44404,4.48945,-1.40498e-16,0.00316075,4.72712e-17,-1.5708,0.099995,1.44404,4.47071,1.99071e-16,0.00316075,5.31259e-17,-1.5708,0.099995,0.0165018,3.05524,7.3708e-15,-1.56947,-5.70629e-15,-8.74761e-17,0.099995,-0.0165018,5.90493,-7.22793e-15,-1.56947,-6.00438e-15,7.42377e-17,0.099995,2.77592,2.97465,89.4312,2.77592,2.97454,89.3781,2.77592,2.97379,89.0437,2.77592,2.97332,88.833,2.77592,2.97465,89.4298,2.77592,2.97465,89.4312,2.77592,2.97454,89.3781,2.77592,2.97379,89.0437,2.77592,2.97332,88.833,2.77592,2.97465,89.4298,2.77592,2.97465,89.4298,2.77592,2.97379,89.0437,2.77592,2.97332,88.833,2.77592,2.97465,89.4298,2.77592,2.97332,88.833,2.77592,2.97379,89.0437,2.77592,2.97465,89.4312,2.77592,2.97454,89.3781,2.77592,2.97454,89.3781,2.77592,2.97465,89.4312,2.99814,3.03101,59.1596,2.99814,3.03101,59.1596,2.99814,3.03101,59.1596,2.99814,3.03101,59.1596,
0.0303,-1.45623e-16,4.45512,1.37101,-0.00832471,-1.02811e-15,-7.38523e-15,0.099995,-3.29054e-16,4.45512,-1.37101,-0.00832471,1.82004e-15,-7.89723e-15,0.099995,-1.3417,4.46569,-2.24403e-16,-0.00193784,7.83878e-17,-1.5708,0.099995,1.3417,4.44454,2.10972e-16,-0.00193784,4.98733e-18,-1.5708,0.099995,0.0178568,3.13849,1.03375e-14,-1.56852,-1.101e-14,-3.16363e-17,0.099995,-0.0178568,5.77174,-1.01209e-14,-1.56852,-9.04572e-15,-4.43424e-17,0.099995,2.77592,2.96472,84.9626,2.77592,2.96481,85.0019,2.77592,2.96383,84.5586,2.77592,2.96335,84.3466,2.77592,2.96479,84.9931,2.77592,2.96472,84.9626,2.77592,2.96481,85.0019,2.77592,2.96383,84.5586,2.77592,2.96335,84.3466,2.77592,2.96479,84.9931,2.77592,2.96479,84.9931,2.77592,2.96383,84.5586,2.77592,2.96335,84.3466,2.77592,2.96479,84.9931,2.77592,2.96335,84.3466,2.77592,2.96383,84.5586,2.77592,2.96472,84.9626,2.77592,2.96481,85.0019,2.77592,2.96481,85.0019,2.77592,2.96472,84.9626,2.99814,3.03136,59.8014,2.99814,3.03136,59.8014,2.99814,3.03136,59.8014,2.99814,3.03136,59.8014,
0.0404,5.31072e-16,4.42014,1.25508,-0.00889264,9.66143e-16,-1.02651e-14,0.099995,4.32845e-16,4.42014,-1.25508,-0.00889264,-2.41956e-15,-1.14036e-14,0.099995,-1.22754,4.43029,-2.47382e-17,0.000637281,4.39102e-17,-1.5708,0.099995,1.22754,4.40999,2.27064e-16,0.000637281,3.07913e-17,-1.5708,0.099995,0.0162433,3.22138,1.31712e-14,-1.56765,-9.40932e-15,-7.68204e-18,0.099995,-0.0162433,5.6189,-1.28389e-14,-1.56765,-7.87918e-15,-1.02601e-17,0.099995,2.77592,2.96385,84.5692,2.77592,2.96374,84.5184,2.77592,2.9627,84.0514,2.77592,2.96239,83.9127,2.77592,2.9638,84.5448,2.77592,2.96385,84.5692,2.77592,2.96374,84.5184,2.77592,2.9627,84.0514,2.77592,2.96239,83.9127,2.77592,2.9638,84.5448,2.77592,2.9638,84.5448,2.77592,2.9627,84.0514,2.77592,2.96239,83.9127,2.77592,2.9638,84.5448,2.77592,2.96239,83.9127,2.77592,2.9627,84.0514,2.77592,2.96385,84.5692,2.77592,2.96374,84.5184,2.77592,2.96374,84.5184,2.77592,2.96385,84.5692,2.99814,3.03243,61.727,2.99814,3.03243,61.727,2.99814,3.03243,61.727,2.99814,3.03243,61.727,
0.0505,-3.29848e-16,4.37516,1.14842,-0.00859121,5.22341e-16,-1.37754e-14,0.099995,-2.34714e-16,4.37516,-1.14842,-0.00859121,6.126e-17,-1.3739e-14,0.099995,-1.12609,4.38352,2.02178e-16,0.00104543,2.2443e-17,-1.5708,0.099995,1.12609,4.36679,2.45278e-16,0.00104543,4.4127e-17,-1.5708,0.099995,0.0125197,3.2775,1.54314e-14,-1.56716,-9.85001e-15,-1.44997e-16,0.099995,-0.0125197,5.47282,-1.49284e-14,-1.56716,-1.42217e-14,-5.09031e-17,0.099995,2.77592,2.97246,88.4446,2.77592,2.97128,87.9127,2.77592,2.97043,87.5322,2.77592,2.96997,87.3216,2.77592,2.97203,88.2514,2.77592,2.97246,88.4446,2.77592,2.97128,87.9127,2.77592,2.97043,87.5322,2.77592,2.96997,87.3216,2.77592,2.97203,88.2514,2.77592,2.97203,88.2514,2.77592,2.97043,87.5322,2.77592,2.96997,87.3216,2.77592,2.97203,88.2514,2.77592,2.96997,87.3216,2.77592,2.97043,87.5322,2.77592,2.97246,88.4446,2.77592,2.97128,87.9127,2.77592,2.97128,87.9127,2.77592,2.97246,88.4446,2.99814,3.03427,65.0392,2.99814,3.03427,65.0392,2.99814,3.03427,65.0392,2.99814,3.03427,65.0392,
0.0606,-5.89093e-17,4.32017,1.08435,-0.00822623,2.96044e-15,-1.75016e-14,0.099995,-1.7585e-16,4.32017,-1.08435,-0.00822623,-2.77293e-15,-1.7898e-14,0.099995,-1.06648,4.32689,2.01535e-16,-0.00252742,1.06252e-16,-1.5708,0.099995,1.06648,4.31345,2.06825e-16,-0.00252742,-1.20346e-16,-1.5708,0.099995,0.00948927,3.27977,1.88165e-14,-1.56692,-2.7746e-14,-1.36442e-16,0.099995,-0.00948927,5.36056,-1.81894e-14,-1.56692,-2.8425e-14,3.40595e-18,0.099995,2.77592,2.98184,92.6648,2.77592,2.97926,91.5049,2.77592,2.97855,91.1853,2.77592,2.97734,90.6411,2.77592,2.98093,92.2547,2.77592,2.98184,92.6648,2.77592,2.97926,91.5049,2.77592,2.97855,91.1853,2.77592,2.97734,90.6411,2.77592,2.98093,92.2547,2.77592,2.98093,92.2547,2.77592,2.97855,91.1853,2.77592,2.97734,90.6411,2.77592,2.98093,92.2547,2.77592,2.97734,90.6411,2.77592,2.97855,91.1853,2.77592,2.98184,92.6648,2.77592,2.97926,91.5049,2.77592,2.97926,91.5049,2.77592,2.98184,92.6648,2.99814,3.03607,68.2774,2.99814,3.03607,68.2774,2.99814,3.03607,68.2774,2.99814,3.03607,68.2774,
0.0707,5.84476e-16,4.25517,1.07992,-0.00854426,2.5814e-17,-2.23391e-14,0.099995,3.78333e-16,4.25517,-1.07992,-0.00854426,-4.64106e-16,-2.18394e-14,0.099995,-1.06267,4.26156,1.22401e-16,-0.000986209,6.50521e-17,-1.5708,0.099995,1.06267,4.24878,2.55601e-16,-0.000986209,4.33681e-19,-1.5708,0.099995,0.00909117,3.21837,2.30257e-14,-1.56658,-4.79445e-15,-2.10985e-16,0.099995,-0.00909117,5.29197,-2.25155e-14,-1.56658,-6.96812e-15,1.87787e-17,0.099995,2.77592,2.98305,93.2088,2.77592,2.97947,91.5968,2.77592,2.97877,91.2852,2.77592,2.97675,90.3735,2.77592,2.98182,92.6579,2.77592,2.98305,93.2088,2.77592,2.97947,91.5968,2.77592,2.97877,91.2852,2.77592,2.97675,90.3735,2.77592,2.98182,92.6579,2.77592,2.98182,92.6579,2.77592,2.97877,91.2852,2.77592,2.97675,90.3735,2.77592,2.98182,92.6579,2.77592,2.97675,90.3735,2.77592,2.97877,91.2852,2.77592,2.98305,93.2088,2.77592,2.97947,91.5968,2.77592,2.97947,91.5968,2.77592,2.98305,93.2088,2.99814,3.03703,69.9945,2.99814,3.03703,69.9945,2.99814,3.03703,69.9945,2.99814,3.03703,69.9945,
0.0808,-1.23882e-16,4.18017,1.12731,-0.0093927,-8.43877e-15,-2.70605e-14,0.099995,-4.19448e-17,4.18017,-1.12731,-0.0093927,7.03063e-15,-2.66609e-14,0.099995,-1.10708,4.18759,-4.84512e-17,-0.000433035,7.06087e-17,-1.5708,0.099995,1.10708,4.17274,2.0311e-16,-0.000433035,5.1852e-17,-1.5708,0.099995,0.0110381,3.10142,2.91282e-14,-1.56613,-3.43951e-14,-1.96236e-16,0.099995,-0.0110381,5.25892,-2.90233e-14,-1.56613,-3.66444e-14,-2.65977e-16,0.099995,2.77592,2.97646,90.2422,2.77592,2.97232,88.38,2.77592,2.97172,88.1122,2.77592,2.96937,87.0543,2.77592,2.97512,89.6387,2.77592,2.97646,90.2422,2.77592,2.97232,88.38,2.77592,2.97172,88.1122,2.77592,2.96937,87.0543,2.77592,2.97512,89.6387,2.77592,2.97512,89.6387,2.77592,2.97172,88.1122,2.77592,2.96937,87.0543,2.77592,2.97512,89.6387,2.77592,2.96937,87.0543,2.77592,2.97172,88.1122,2.77592,2.97646,90.2422,2.77592,2.97232,88.38,2.77592,2.97232,88.38,2.77592,2.97646,90.2422,2.99814,3.03718,70.2676,2.99814,3.03718,70.2676,2.99814,3.03718,70.2676,2.99814,3.03718,70.2676,
0.0909,-6.10387e-16,4.09516,1.20915,-0.0101532,3.00443e-15,-2.95944e-14,0.099995,-9.95494e-16,4.09516,-1.20915,-0.0101532,5.87487e-16,-2.92517e-14,0.099995,-1.18422,4.10416,-2.05265e-16,-0.00184757,-4.33681e-19,-1.5708,0.099995,1.18422,4.08615,2.30768e-16,-0.00184757,4.77049e-17,-1.5708,0.099995,0.0141713,2.94163,3.36861e-14,-1.56603,-2.99038e-14,-1.90778e-16,0.099995,-0.0141713,5.24868,-3.37632e-14,-1.56603,-3.0408e-14,-2.05782e-16,0.099995,2.77592,2.96833,86.5837,2.77592,2.96397,84.6218,2.77592,2.96346,84.3954,2.77592,2.96132,83.4313,2.77592,2.96689,85.9367,2.77592,2.96833,86.5837,2.77592,2.96397,84.6218,2.77592,2.96346,84.3954,2.77592,2.96132,83.4313,2.77592,2.96689,85.9367,2.77592,2.96689,85.9367,2.77592,2.96346,84.3954,2.77592,2.96132,83.4313,2.77592,2.96689,85.9367,2.77592,2.96132,83.4313,2.77592,2.96346,84.3954,2.77592,2.96833,86.5837,2.77592,2.96397,84.6218,2.77592,2.96397,84.6218,2.77592,2.96833,86.5837,2.99814,3.0371,70.1229,2.99814,3.0371,70.1229,2.99814,3.0371,70.1229,2.99814,3.0371,70.1229,
0.101,-8.77069e-07,4.00042,1.30741,-0.0102817,0.00969415,0.000376725,0.099995,-8.77069e-07,4.00042,-1.30741,-0.0102817,-0.00969413,-0.000376725,0.099995,-1.27856,4.01032,7.61356e-17,0.00122575,7.84272e-13,-1.5708,0.099995,1.27856,3.98995,6.57702e-16,0.00119203,8.05168e-13,-1.5708,0.099995,0.0170065,2.75187,4.12094e-14,-1.56655,1.21301e-11,-1.41849e-12,0.099995,-0.0170065,5.24841,-4.06863e-14,-1.56655,9.96644e-12,-1.15292e-12,0.099995,2.77592,2.96429,84.7656,2.77592,2.96045,83.0415,2.77592,2.95936,82.5468,2.77592,2.95715,81.5556,2.77592,2.96331,84.3267,2.77592,2.96429,84.7656,2.77592,2.96045,83.0415,2.77592,2.95936,82.5468,2.77592,2.95715,81.5556,2.77592,2.96331,84.3267,2.77592,2.96332,84.3293,2.77592,2.96084,83.2154,2.77592,2.95907,82.419,2.77592,2.96332,84.3293,2.77592,2.95907,82.419,2.77592,2.96084,83.2154,2.77592,2.96547,85.2965,2.77592,2.96046,83.0433,2.77592,2.96046,83.0433,2.77592,2.96547,85.2965,2.99814,3.03639,68.8581,2.99814,3.03639,68.858,2.99814,3.03807,71.8771,2.99814,3.03807,71.8771,
