tgDataLogger2 started logging at time 04122024_161235, with 30 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(activated_cable).RestLen,6_SCA(activated_cable).CurrLen,6_SCA(activated_cable).Tension,7_SCA(activated_cable).RestLen,7_SCA(activated_cable).CurrLen,7_SCA(activated_cable).Tension,8_SCA(activated_cable).RestLen,8_SCA(activated_cable).CurrLen,8_SCA(activated_cable).Tension,9_SCA(activated_cable).RestLen,9_SCA(activated_cable).CurrLen,9_SCA(activated_cable).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(springs).RestLen,26_SCA(springs).CurrLen,26_SCA(springs).Tension,27_SCA(springs).RestLen,27_SCA(springs).CurrLen,27_SCA(springs).Tension,28_SCA(springs).RestLen,28_SCA(springs).CurrLen,28_SCA(springs).Tension,29_SCA(springs).RestLen,29_SCA(springs).CurrLen,29_SCA(springs).Tension,
0.0101,-2.94141e-16,4.49505,1.53844,-0.00533196,3.92489e-16,-2.74864e-15,0.099995,-8.24115e-17,4.49505,-1.53844,-0.00533196,-3.75144e-16,-2.80162e-15,0.099995,-1.51703,4.50244,2.20373e-16,-0.00129005,1.07011e-16,-1.5708,0.099995,1.51703,4.48765,1.30664e-16,-0.00129005,-1.26852e-16,-1.5708,0.099995,0.013275,2.99187,4.0451e-15,-1.56989,-3.87429e-15,1.21829e-17,0.099995,-0.013275,5.99822,-3.66492e-15,-1.56989,-4.53572e-15,-2.50402e-17,0.099995,2.99814,3.03063,58.4847,2.99814,3.03063,58.4847,2.99814,3.03063,58.4847,2.99814,3.03063,58.4847,2.77087,2.98707,95.1306,2.77087,2.98632,94.7998,2.77087,2.98599,94.6552,2.77087,2.98556,94.4658,2.77087,2.98706,95.125,2.77087,2.98707,95.1306,2.77087,2.98632,94.7998,2.77087,2.98599,94.6552,2.77087,2.98556,94.4658,2.77087,2.98706,95.125,2.77087,2.98706,95.125,2.77087,2.98599,94.6552,2.77087,2.98556,94.4658,2.77087,2.98706,95.125,2.77087,2.98556,94.4658,2.77087,2.98599,94.6552,2.77087,2.98707,95.1306,2.77087,2.98632,94.7998,2.77087,2.98632,94.7998,2.77087,2.98707,95.1306,
0.0202,9.24736e-17,4.48008,1.47055,-0.00689806,-5.04184e-17,-5.21113e-15,0.099995,2.26896e-16,4.48008,-1.47055,-0.00689806,2.52046e-16,-5.71107e-15,0.099995,-1.44396,4.48946,1.10059e-16,0.00316059,1.93639e-16,-1.5708,0.099995,1.44396,4.47071,1.30033e-16,0.00316059,-1.88868e-16,-1.5708,0.099995,0.016508,3.05532,7.6334e-15,-1.56946,-4.51009e-15,-1.65289e-17,0.099995,-0.016508,5.90485,-7.45006e-15,-1.56946,-3.81744e-15,-1.01747e-16,0.099995,2.99814,3.03103,59.2069,2.99814,3.03103,59.2069,2.99814,3.03103,59.2069,2.99814,3.03103,59.2069,2.77087,2.97465,89.6643,2.77087,2.97452,89.6075,2.77087,2.97377,89.2777,2.77087,2.97329,89.0674,2.77087,2.97464,89.6616,2.77087,2.97465,89.6643,2.77087,2.97452,89.6075,2.77087,2.97377,89.2777,2.77087,2.97329,89.0674,2.77087,2.97464,89.6616,2.77087,2.97464,89.6616,2.77087,2.97377,89.2777,2.77087,2.97329,89.0674,2.77087,2.97464,89.6616,2.77087,2.97329,89.0674,2.77087,2.97377,89.2777,2.77087,2.97465,89.6643,2.77087,2.97452,89.6075,2.77087,2.97452,89.6075,2.77087,2.97465,89.6643,
0.0303,-5.95773e-18,4.45512,1.3708,-0.0083367,-4.8995e-16,-7.52226e-15,0.099995,9.40983e-17,4.45512,-1.3708,-0.0083367,2.32746e-16,-8.28974e-15,0.099995,-1.34148,4.4657,-1.47532e-16,-0.00192507,1.67076e-16,-1.5708,0.099995,1.34148,4.44454,-1.59047e-16,-0.00192507,-1.661e-16,-1.5708,0.099995,0.0178628,3.13872,1.06868e-14,-1.56851,-8.227e-15,3.01002e-17,0.099995,-0.0178628,5.77151,-1.02991e-14,-1.56851,-9.71511e-15,-1.02333e-16,0.099995,2.99814,3.0314,59.8684,2.99814,3.0314,59.8684,2.99814,3.0314,59.8684,2.99814,3.0314,59.8684,2.77087,2.96472,85.2941,2.77087,2.96479,85.328,2.77087,2.9638,84.8899,2.77087,2.96332,84.6778,2.77087,2.96478,85.3226,2.77087,2.96472,85.2941,2.77087,2.96479,85.328,2.77087,2.9638,84.8899,2.77087,2.96332,84.6778,2.77087,2.96478,85.3226,2.77087,2.96478,85.3226,2.77087,2.9638,84.8899,2.77087,2.96332,84.6778,2.77087,2.96478,85.3226,2.77087,2.96332,84.6778,2.77087,2.9638,84.8899,2.77087,2.96472,85.2941,2.77087,2.96479,85.328,2.77087,2.96479,85.328,2.77087,2.96472,85.2941,
0.0404,2.05094e-16,4.42014,1.25471,-0.00890516,3.06972e-15,-1.16821e-14,0.099995,4.35281e-16,4.42014,-1.25471,-0.00890516,-2.19241e-15,-1.19093e-14,0.099995,-1.22717,4.43029,2.10901e-16,0.000582248,1.3932e-16,-1.5708,0.099995,1.22717,4.41,1.92513e-16,0.000582248,-1.79598e-16,-1.5708,0.099995,0.0162408,3.22177,1.43647e-14,-1.56764,-1.24966e-14,-1.07397e-17,0.099995,-0.0162408,5.61851,-1.37914e-14,-1.56764,-1.47983e-14,-2.02267e-16,0.099995,2.99814,3.03249,61.8218,2.99814,3.03249,61.8218,2.99814,3.03249,61.8218,2.99814,3.03249,61.8218,2.77087,2.96387,84.9211,2.77087,2.96375,84.8663,2.77087,2.96269,84.4034,2.77087,2.96237,84.2628,2.77087,2.96381,84.8954,2.77087,2.96387,84.9211,2.77087,2.96375,84.8663,2.77087,2.96269,84.4034,2.77087,2.96237,84.2628,2.77087,2.96381,84.8954,2.77087,2.96381,84.8954,2.77087,2.96269,84.4034,2.77087,2.96237,84.2628,2.77087,2.96381,84.8954,2.77087,2.96237,84.2628,2.77087,2.96269,84.4034,2.77087,2.96387,84.9211,2.77087,2.96375,84.8663,2.77087,2.96375,84.8663,2.77087,2.96387,84.9211,
0.0505,2.2202e-16,4.37516,1.14803,-0.00860391,-1.81424e-15,-1.46451e-14,0.099995,5.70746e-16,4.37516,-1.14803,-0.00860391,1.91224e-15,-1.37377e-14,0.099995,-1.1257,4.38351,2.5323e-16,0.00107347,1.37802e-16,-1.5708,0.099995,1.1257,4.36681,2.04802e-16,0.00107347,-1.57426e-16,-1.5708,0.099995,0.0125086,3.27788,1.58982e-14,-1.56715,-6.98817e-15,-1.56403e-16,0.099995,-0.0125086,5.47243,-1.50074e-14,-1.56715,-8.08773e-15,-1.14829e-16,0.099995,2.99814,3.03434,65.1574,2.99814,3.03434,65.1574,2.99814,3.03434,65.1574,2.99814,3.03434,65.1574,2.77087,2.97252,88.726,2.77087,2.97132,88.1975,2.77087,2.97045,87.8184,2.77087,2.96997,87.6065,2.77087,2.97208,88.5342,2.77087,2.97252,88.726,2.77087,2.97132,88.1975,2.77087,2.97045,87.8184,2.77087,2.96997,87.6065,2.77087,2.97208,88.5342,2.77087,2.97208,88.5342,2.77087,2.97045,87.8184,2.77087,2.96997,87.6065,2.77087,2.97208,88.5342,2.77087,2.96997,87.6065,2.77087,2.97045,87.8184,2.77087,2.97252,88.726,2.77087,2.97132,88.1975,2.77087,2.97132,88.1975,2.77087,2.97252,88.726,
0.0606,-5.68526e-16,4.32017,1.08418,-0.00824333,-3.20499e-15,-1.80099e-14,0.099995,-1.11054e-16,4.32017,-1.08418,-0.00824333,1.03779e-15,-1.69882e-14,0.099995,-1.0663,4.32687,6.70754e-16,-0.00249543,-2.68882e-17,-1.5708,0.099995,1.0663,4.31346,6.86706e-16,-0.00249543,-1.42247e-16,-1.5708,0.099995,0.00948,3.27995,1.86953e-14,-1.56691,-1.3005e-14,-9.25424e-17,0.099995,-0.00948,5.36039,-1.72698e-14,-1.56691,-1.27944e-14,-1.11442e-16,0.099995,2.99814,3.03614,68.4011,2.99814,3.03614,68.4011,2.99814,3.03614,68.4011,2.99814,3.03614,68.4011,2.77087,2.98189,92.8479,2.77087,2.97928,91.7008,2.77087,2.97855,91.3813,2.77087,2.97732,90.8409,2.77087,2.98096,92.4428,2.77087,2.98189,92.8479,2.77087,2.97928,91.7008,2.77087,2.97855,91.3813,2.77087,2.97732,90.8409,2.77087,2.98096,92.4428,2.77087,2.98096,92.4428,2.77087,2.97855,91.3813,2.77087,2.97732,90.8409,2.77087,2.98096,92.4428,2.77087,2.97732,90.8409,2.77087,2.97855,91.3813,2.77087,2.98189,92.8479,2.77087,2.97928,91.7008,2.77087,2.97928,91.7008,2.77087,2.98189,92.8479,
0.0707,-7.27826e-16,4.25517,1.08008,-0.00856888,1.78867e-15,-2.03167e-14,0.099995,-2.29788e-16,4.25517,-1.08008,-0.00856888,1.26942e-15,-1.97616e-14,0.099995,-1.06281,4.26155,7.41857e-16,-0.00105248,-6.06069e-17,-1.5708,0.099995,1.06281,4.24879,8.27065e-16,-0.00105248,-4.31512e-17,-1.5708,0.099995,0.00909137,3.21824,2.16629e-14,-1.56656,-3.45088e-14,2.68802e-17,0.099995,-0.00909137,5.2921,-1.97961e-14,-1.56656,-3.54355e-14,-1.79274e-16,0.099995,2.99814,3.03709,70.1127,2.99814,3.03709,70.1127,2.99814,3.03709,70.1127,2.99814,3.03709,70.1127,2.77087,2.98305,93.3596,2.77087,2.97943,91.7659,2.77087,2.97872,91.4537,2.77087,2.97667,90.5521,2.77087,2.98181,92.815,2.77087,2.98305,93.3596,2.77087,2.97943,91.7659,2.77087,2.97872,91.4537,2.77087,2.97667,90.5521,2.77087,2.98181,92.815,2.77087,2.98181,92.815,2.77087,2.97872,91.4537,2.77087,2.97667,90.5521,2.77087,2.98181,92.815,2.77087,2.97667,90.5521,2.77087,2.97872,91.4537,2.77087,2.98305,93.3596,2.77087,2.97943,91.7659,2.77087,2.97943,91.7659,2.77087,2.98305,93.3596,
0.0808,-2.27443e-16,4.18017,1.12782,-0.00942365,3.08775e-15,-2.43912e-14,0.099995,-2.24859e-16,4.18017,-1.12782,-0.00942365,-7.97198e-15,-2.41202e-14,0.099995,-1.10755,4.18759,9.91222e-16,-0.00038647,7.3265e-17,-1.5708,0.099995,1.10755,4.17275,1.36031e-15,-0.00038647,-1.85859e-16,-1.5708,0.099995,0.0110483,3.10097,2.7537e-14,-1.56611,-1.90182e-14,-1.54793e-17,0.099995,-0.0110483,5.25936,-2.50402e-14,-1.56611,-1.34132e-14,-6.45788e-17,0.099995,2.99814,3.03724,70.385,2.99814,3.03724,70.385,2.99814,3.03724,70.385,2.99814,3.03724,70.385,2.77087,2.97643,90.4454,2.77087,2.97223,88.6014,2.77087,2.97162,88.3322,2.77087,2.96924,87.286,2.77087,2.97507,89.8476,2.77087,2.97643,90.4454,2.77087,2.97223,88.6014,2.77087,2.97162,88.3322,2.77087,2.96924,87.286,2.77087,2.97507,89.8476,2.77087,2.97507,89.8476,2.77087,2.97162,88.3322,2.77087,2.96924,87.286,2.77087,2.97507,89.8476,2.77087,2.96924,87.286,2.77087,2.97162,88.3322,2.77087,2.97643,90.4454,2.77087,2.97223,88.6014,2.77087,2.97223,88.6014,2.77087,2.97643,90.4454,
0.0909,-1.90857e-16,4.09516,1.20998,-0.0101856,-1.23536e-15,-2.69617e-14,0.099995,1.95895e-16,4.09516,-1.20998,-0.0101856,1.71388e-15,-2.7699e-14,0.099995,-1.185,4.10415,7.70928e-16,-0.00189079,4.05492e-17,-1.5708,0.099995,1.185,4.08616,1.48086e-15,-0.00189079,-2.51426e-16,-1.5708,0.099995,0.0141857,2.94086,3.26936e-14,-1.56601,-2.19934e-14,-1.44831e-16,0.099995,-0.0141857,5.24945,-3.00936e-14,-1.56601,-3.07968e-14,-1.04451e-16,0.099995,2.99814,3.03717,70.2537,2.99814,3.03717,70.2537,2.99814,3.03717,70.2537,2.99814,3.03717,70.2537,2.77087,2.96831,86.8744,2.77087,2.96388,84.9273,2.77087,2.96336,84.6987,2.77087,2.96119,83.7428,2.77087,2.96685,86.2323,2.77087,2.96831,86.8744,2.77087,2.96388,84.9273,2.77087,2.96336,84.6987,2.77087,2.96119,83.7428,2.77087,2.96685,86.2323,2.77087,2.96685,86.2323,2.77087,2.96336,84.6987,2.77087,2.96119,83.7428,2.77087,2.96685,86.2323,2.77087,2.96119,83.7428,2.77087,2.96336,84.6987,2.77087,2.96831,86.8744,2.77087,2.96388,84.9273,2.77087,2.96388,84.9273,2.77087,2.96831,86.8744,
0.101,-8.99651e-07,4.00042,1.30845,-0.0103104,0.00971335,0.000377459,0.099995,-8.99651e-07,4.00042,-1.30845,-0.0103104,-0.00971333,-0.000377458,0.099995,-1.27957,4.01031,8.96318e-16,0.00121587,7.89651e-13,-1.5708,0.099995,1.27957,3.98996,1.59158e-15,0.00118209,8.10736e-13,-1.5708,0.099995,0.0170153,2.75083,4.02774e-14,-1.56653,1.21376e-11,-1.42872e-12,0.099995,-0.0170153,5.24944,-3.74973e-14,-1.56653,9.99507e-12,-1.1619e-12,0.099995,2.99814,3.03648,69.0145,2.99814,3.03648,69.0144,2.99814,3.03816,72.0371,2.99814,3.03816,72.0371,2.77087,2.96434,85.1261,2.77087,2.96043,83.4074,2.77087,2.95931,82.9152,2.77087,2.95708,81.9314,2.77087,2.96334,84.6858,2.77087,2.96434,85.1261,2.77087,2.96043,83.4074,2.77087,2.95931,82.9152,2.77087,2.95708,81.9314,2.77087,2.96334,84.6858,2.77087,2.96334,84.6882,2.77087,2.9608,83.569,2.77087,2.959,82.7764,2.77087,2.96334,84.6882,2.77087,2.959,82.7764,2.77087,2.9608,83.569,2.77087,2.96552,85.6456,2.77087,2.96043,83.4092,2.77087,2.96043,83.4092,2.77087,2.96552,85.6456,
