tgDataLogger2 started logging at time 04092024_090705, with 33 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(activated_cable).RestLen,6_SCA(activated_cable).CurrLen,6_SCA(activated_cable).Tension,7_SCA(activated_cable).RestLen,7_SCA(activated_cable).CurrLen,7_SCA(activated_cable).Tension,8_SCA(activated_cable).RestLen,8_SCA(activated_cable).CurrLen,8_SCA(activated_cable).Tension,9_SCA(springs).RestLen,9_SCA(springs).CurrLen,9_SCA(springs).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(springs).RestLen,26_SCA(springs).CurrLen,26_SCA(springs).Tension,27_SCA(springs).RestLen,27_SCA(springs).CurrLen,27_SCA(springs).Tension,28_SCA(springs).RestLen,28_SCA(springs).CurrLen,28_SCA(springs).Tension,29_SCA(springs).RestLen,29_SCA(springs).CurrLen,29_SCA(springs).Tension,30_SCA(springs).RestLen,30_SCA(springs).CurrLen,30_SCA(springs).Tension,31_SCA(springs).RestLen,31_SCA(springs).CurrLen,31_SCA(springs).Tension,32_SCA(springs).RestLen,32_SCA(springs).CurrLen,32_SCA(springs).Tension,
0.2001,-0.179955,3.24427,0.908063,-0.203294,0.0955809,0.877484,0.0326286,0.824263,5.00574,-0.762369,-0.236599,0.0679644,0.874683,0.0326286,-0.862536,4.67745,-0.0574841,-0.437448,-0.0981955,-0.69278,0.0326286,1.50677,3.5729,0.202792,-0.438227,-0.0969454,-0.692711,0.0326286,0.0582522,3.32237,-0.932905,-1.9728,0.332632,0.104983,0.0326286,0.586118,4.92828,1.07812,-1.97318,0.328971,0.104876,0.0326286,5.81557,5.59336,0,5.81557,5.59304,0,5.81557,5.59288,0,2.95466,2.97439,45.3712,2.95466,2.97451,45.6459,2.95466,2.97436,45.3008,2.95466,2.97422,44.9928,2.95466,2.97463,45.9247,2.95466,2.97434,45.2685,2.95466,2.97411,44.728,2.95466,2.97435,45.2899,2.95466,2.97425,45.0449,2.95466,2.97421,44.9645,2.95466,2.97406,44.6209,2.95466,2.97425,45.0626,2.95466,2.97435,45.2763,2.95466,2.97447,45.5591,2.95466,2.97446,45.5453,2.95466,2.97442,45.4325,2.95466,2.97427,45.1062,2.95466,2.97429,45.1559,2.95466,2.97421,44.9495,2.95466,2.97422,44.9942,2.95466,2.97436,45.299,2.95466,2.97425,45.0625,2.95466,2.97426,45.0819,2.95466,2.97456,45.7585,
0.4002,0.533132,3.1055,0.827646,-0.542457,-0.11929,1.08415,0.0326286,2.25486,4.51399,-0.19907,-0.559456,-0.128205,1.08663,0.0326286,0.539678,4.64205,0.0303737,-0.768508,-0.245127,-0.446795,0.0326286,2.24523,2.98068,0.597504,-0.784277,-0.219866,-0.443422,0.0326286,1.20672,3.25206,-0.760421,-2.20077,0.539353,0.274886,0.0326286,1.57753,4.3657,1.38995,-2.19712,0.553603,0.276142,0.0326286,5.81557,5.51569,0,5.81557,5.51578,0,5.81557,5.50889,0,2.95466,2.9747,46.094,2.95466,2.97099,37.5498,2.95466,2.97553,48.0051,2.95466,2.97496,46.6862,2.95466,2.97326,42.7783,2.95466,2.97565,48.2646,2.95466,2.97502,46.8233,2.95466,2.97645,50.1223,2.95466,2.97581,48.6357,2.95466,2.97474,46.1851,2.95466,2.97615,49.4167,2.95466,2.97492,46.5939,2.95466,2.9745,45.6218,2.95466,2.96971,34.6055,2.95466,2.97509,46.9959,2.95466,2.97552,47.9726,2.95466,2.97459,45.8308,2.95466,2.97665,50.5807,2.95466,2.97593,48.9195,2.95466,2.97483,46.3948,2.95466,2.97449,45.6134,2.95466,2.97493,46.6127,2.95466,2.97551,47.9408,2.95466,2.97292,42.005,
0.6003,0.752757,3.10424,0.682463,-0.547549,-0.182277,1.1042,0.0326286,2.62721,4.56499,-0.301327,-0.545316,-0.18113,1.10403,0.0326286,0.817389,4.70466,-0.177961,-0.788793,-0.281174,-0.409427,0.0326286,2.5623,2.9659,0.558967,-0.783422,-0.294762,-0.411093,0.0326286,1.56612,3.23291,-0.939322,-2.1572,0.580141,0.350262,0.0326286,1.81329,4.43643,1.32011,-2.16182,0.570648,0.347613,0.0326286,5.81557,5.56859,0,5.81557,5.56765,0,5.81557,5.56595,0,2.95466,2.974,44.4824,2.95466,2.97285,41.8235,2.95466,2.9741,44.7011,2.95466,2.9738,44.0272,2.95466,2.97369,43.7712,2.95466,2.97449,45.6026,2.95466,2.97354,43.4114,2.95466,2.97474,46.1816,2.95466,2.97352,43.3636,2.95466,2.97361,43.5909,2.95466,2.97449,45.615,2.95466,2.9743,45.1688,2.95466,2.97354,43.4222,2.95466,2.97187,39.5783,2.95466,2.97428,45.1323,2.95466,2.97443,45.4759,2.95466,2.97359,43.5439,2.95466,2.97438,45.3517,2.95466,2.97421,44.9715,2.95466,2.97398,44.4219,2.95466,2.97375,43.8962,2.95466,2.97381,44.0483,2.95466,2.97435,45.2791,2.95466,2.97324,42.7281,
0.8004,0.592548,3.0138,0.401352,-0.442501,-0.262442,0.992435,0.0326286,2.32226,4.42652,-0.71789,-0.454377,-0.269333,0.992524,0.0326286,0.55502,4.43946,-0.641252,-0.67585,-0.393385,-0.50523,0.0326286,2.3568,2.99853,0.321841,-0.680286,-0.38698,-0.503385,0.0326286,1.40704,2.98598,-1.16645,-2.03816,0.455699,0.444599,0.0326286,1.50537,4.45488,0.85211,-2.03884,0.457598,0.443567,0.0326286,5.81557,5.53081,0,5.81557,5.53434,0,5.81557,5.537,0,2.95466,2.97228,40.5286,2.95466,2.97431,45.1846,2.95466,2.97234,40.6683,2.95466,2.9744,45.4087,2.95466,2.96971,34.6094,2.95466,2.97489,46.5197,2.95466,2.97463,45.9242,2.95466,2.9747,46.093,2.95466,2.97021,35.7618,2.95466,2.97463,45.9251,2.95466,2.97492,46.5928,2.95466,2.97301,42.1984,2.95466,2.97423,44.9953,2.95466,2.97427,45.0934,2.95466,2.97627,49.7092,2.95466,2.97561,48.1737,2.95466,2.97424,45.0271,2.95466,2.97322,42.6945,2.95466,2.974,44.4774,2.95466,2.97449,45.6052,2.95466,2.97536,47.6161,2.95466,2.97408,44.6645,2.95466,2.97553,47.9957,2.95466,2.97592,48.8837,
1.0005,0.556622,2.98905,0.419795,-0.455971,-0.281309,1.01585,0.0326286,2.32721,4.45431,-0.662132,-0.450834,-0.278294,1.01403,0.0326286,0.530697,4.45443,-0.617395,-0.678041,-0.401161,-0.480746,0.0326286,2.35286,2.98905,0.374739,-0.675917,-0.405793,-0.481674,0.0326286,1.41591,2.98911,-1.15824,-2.01791,0.493419,0.459802,0.0326286,1.4677,4.45433,0.915977,-2.02202,0.487142,0.457747,0.0326286,5.81557,5.55326,0,5.81557,5.55322,0,5.81557,5.55312,0,2.95466,2.97424,45.0371,2.95466,2.97387,44.1877,2.95466,2.97409,44.6759,2.95466,2.97352,43.3816,2.95466,2.97236,40.7029,2.95466,2.97469,46.0656,2.95466,2.97353,43.3864,2.95466,2.97469,46.0557,2.95466,2.97235,40.6788,2.95466,2.97355,43.4506,2.95466,2.9746,45.8632,2.95466,2.97388,44.213,2.95466,2.97353,43.3918,2.95466,2.97239,40.7654,2.95466,2.97469,46.0738,2.95466,2.9746,45.8646,2.95466,2.97355,43.4509,2.95466,2.97387,44.1898,2.95466,2.97395,44.3656,2.95466,2.97396,44.379,2.95466,2.97396,44.3786,2.95466,2.97355,43.445,2.95466,2.9746,45.8641,2.95466,2.9739,44.2391,
1.2006,0.575,2.98846,0.419787,-0.452695,-0.271554,1.01131,0.0326286,2.30909,4.43176,-0.662767,-0.448338,-0.268867,1.00918,0.0326286,0.538852,4.43176,-0.60192,-0.675049,-0.394099,-0.487416,0.0326286,2.34341,2.98845,0.358572,-0.673516,-0.398789,-0.488204,0.0326286,1.40619,2.98845,-1.14231,-2.0228,0.487917,0.450037,0.0326286,1.47667,4.43177,0.90073,-2.02615,0.483863,0.448134,0.0326286,5.81557,5.53654,0,5.81557,5.53654,0,5.81557,5.53654,0,2.95466,2.97447,45.5487,2.95466,2.97447,45.549,2.95466,2.97446,45.5381,2.95466,2.97407,44.629,2.95466,2.97161,38.9839,2.95466,2.97491,46.5632,2.95466,2.97407,44.6286,2.95466,2.97491,46.5611,2.95466,2.97161,38.9847,2.95466,2.974,44.4798,2.95466,2.97495,46.6583,2.95466,2.97386,44.1597,2.95466,2.97407,44.6279,2.95466,2.97161,38.9888,2.95466,2.97491,46.5645,2.95466,2.97495,46.6586,2.95466,2.974,44.4779,2.95466,2.97386,44.1582,2.95466,2.97429,45.1491,2.95466,2.97429,45.1511,2.95466,2.97429,45.1508,2.95466,2.974,44.478,2.95466,2.97495,46.6597,2.95466,2.97386,44.1628,
1.4007,0.561787,2.98876,0.420024,-0.45288,-0.277127,1.01397,0.0326286,2.32193,4.44801,-0.662809,-0.448832,-0.27467,1.01216,0.0326286,0.532397,4.44801,-0.613023,-0.677084,-0.398905,-0.482808,0.0326286,2.35023,2.98876,0.369887,-0.675431,-0.403308,-0.483606,0.0326286,1.41259,2.98876,-1.15388,-2.02013,0.490268,0.456491,0.0326286,1.47028,4.44801,0.911863,-2.02314,0.486369,0.45484,0.0326286,5.81557,5.54857,0,5.81557,5.54857,0,5.81557,5.54857,0,2.95466,2.97412,44.7474,2.95466,2.97412,44.7517,2.95466,2.97412,44.7558,2.95466,2.97374,43.8703,2.95466,2.97195,39.7549,2.95466,2.97474,46.1826,2.95466,2.97374,43.8704,2.95466,2.97474,46.1827,2.95466,2.97195,39.7555,2.95466,2.97372,43.8297,2.95466,2.97471,46.1175,2.95466,2.97382,44.0653,2.95466,2.97374,43.8702,2.95466,2.97195,39.7544,2.95466,2.97474,46.1825,2.95466,2.97471,46.1173,2.95466,2.97372,43.8297,2.95466,2.97382,44.0657,2.95466,2.97407,44.6276,2.95466,2.97407,44.6274,2.95466,2.97407,44.6273,2.95466,2.97372,43.8298,2.95466,2.97471,46.1174,2.95466,2.97382,44.065,
1.6008,0.565748,2.98882,0.419674,-0.454499,-0.276557,1.01359,0.0326286,2.31782,4.44298,-0.662488,-0.448693,-0.273073,1.01137,0.0326286,0.534738,4.44298,-0.609637,-0.676578,-0.39756,-0.484064,0.0326286,2.34796,2.98882,0.366625,-0.673837,-0.403688,-0.485297,0.0326286,1.41091,2.98882,-1.15029,-2.02002,0.491361,0.45505,0.0326286,1.47205,4.44298,0.908135,-2.02396,0.485634,0.453013,0.0326286,5.81557,5.54476,0,5.81557,5.54476,0,5.81557,5.54476,0,2.95466,2.97429,45.1495,2.95466,2.97429,45.1548,2.95466,2.9743,45.1574,2.95466,2.97373,43.8588,2.95466,2.97201,39.9113,2.95466,2.97476,46.2244,2.95466,2.97373,43.8589,2.95466,2.97476,46.2244,2.95466,2.97201,39.9112,2.95466,2.97372,43.8343,2.95466,2.97473,46.1518,2.95466,2.97385,44.1327,2.95466,2.97373,43.8589,2.95466,2.97201,39.9109,2.95466,2.97476,46.2243,2.95466,2.97473,46.1516,2.95466,2.97372,43.8343,2.95466,2.97385,44.1326,2.95466,2.97408,44.6518,2.95466,2.97408,44.6517,2.95466,2.97408,44.6516,2.95466,2.97372,43.8343,2.95466,2.97473,46.1517,2.95466,2.97385,44.1324,
1.8009,0.570493,2.98853,0.420057,-0.45361,-0.273817,1.01239,0.0326286,2.31349,4.43742,-0.663047,-0.448444,-0.270665,1.0101,0.0326286,0.536437,4.43742,-0.605611,-0.675759,-0.395485,-0.485939,0.0326286,2.34593,2.98853,0.362313,-0.673611,-0.401105,-0.486963,0.0326286,1.4082,2.98853,-1.14639,-2.02145,0.489555,0.452299,0.0326286,1.4747,4.43742,0.904641,-2.02526,0.484547,0.450216,0.0326286,5.81557,5.54076,0,5.81557,5.54076,0,5.81557,5.54076,0,2.95466,2.9744,45.3885,2.95466,2.9744,45.3907,2.95466,2.9744,45.3925,2.95466,2.97395,44.3594,2.95466,2.97164,39.0504,2.95466,2.97483,46.3947,2.95466,2.97395,44.3595,2.95466,2.97483,46.3939,2.95466,2.97164,39.0481,2.95466,2.97389,44.2338,2.95466,2.97486,46.4473,2.95466,2.97381,44.0482,2.95466,2.97395,44.3595,2.95466,2.97164,39.05,2.95466,2.97483,46.3944,2.95466,2.97486,46.4472,2.95466,2.97389,44.234,2.95466,2.97381,44.0466,2.95466,2.9742,44.9372,2.95466,2.9742,44.9379,2.95466,2.9742,44.9375,2.95466,2.97389,44.2337,2.95466,2.97486,46.4475,2.95466,2.97381,44.0479,
2.001,0.56104,2.98889,0.420123,-0.453999,-0.277959,1.01428,0.0326286,2.32248,4.44906,-0.662904,-0.448848,-0.274873,1.01229,0.0326286,0.532071,4.44906,-0.613477,-0.677188,-0.399079,-0.48264,0.0326286,2.35072,2.98889,0.370459,-0.674782,-0.404526,-0.48373,0.0326286,1.41287,2.98889,-1.15462,-2.0195,0.491494,0.456924,0.0326286,1.47008,4.44906,0.912346,-2.02302,0.486433,0.455095,0.0326286,5.81457,5.5493,0,5.81457,5.5493,0,5.81457,5.5493,0,2.95466,2.97416,44.8406,2.95466,2.97416,44.847,2.95466,2.97416,44.8494,2.95466,2.97365,43.6745,2.95466,2.97211,40.1288,2.95466,2.97472,46.1277,2.95466,2.97365,43.6746,2.95466,2.97472,46.1279,2.95466,2.97211,40.1295,2.95466,2.97365,43.6787,2.95466,2.97467,46.0144,2.95466,2.97384,44.1163,2.95466,2.97365,43.6745,2.95466,2.97211,40.1289,2.95466,2.97472,46.1278,2.95466,2.97467,46.0143,2.95466,2.97365,43.6787,2.95466,2.97384,44.1168,2.95466,2.97402,44.5264,2.95466,2.97402,44.5262,2.95466,2.97402,44.5262,2.95466,2.97365,43.6787,2.95466,2.97467,46.0143,2.95466,2.97384,44.1163,
