tgDataLogger2 started logging at time 04092024_094046, with 30 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(springs).RestLen,6_SCA(springs).CurrLen,6_SCA(springs).Tension,7_SCA(springs).RestLen,7_SCA(springs).CurrLen,7_SCA(springs).Tension,8_SCA(springs).RestLen,8_SCA(springs).CurrLen,8_SCA(springs).Tension,9_SCA(springs).RestLen,9_SCA(springs).CurrLen,9_SCA(springs).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(springs).RestLen,26_SCA(springs).CurrLen,26_SCA(springs).Tension,27_SCA(activated_cable).RestLen,27_SCA(activated_cable).CurrLen,27_SCA(activated_cable).Tension,28_SCA(activated_cable).RestLen,28_SCA(activated_cable).CurrLen,28_SCA(activated_cable).Tension,29_SCA(activated_cable).RestLen,29_SCA(activated_cable).CurrLen,29_SCA(activated_cable).Tension,
6.4032,2.71024,2.25707,0.981564,-2.52258,0.804409,-1.40788,0.0326286,0.378921,3.32202,0.690647,-2.48115,0.837454,-1.75638,0.0326286,2.11385,3.32201,2.06854,-2.12812,0.834712,-3.0335,0.0326286,1.20009,2.25711,-0.0959016,-1.64168,0.72637,-2.81373,0.0326286,1.02206,2.25712,1.75066,-1.61903,-0.306154,-1.81554,0.0326286,2.43966,3.32198,-0.122899,-1.52266,-0.668455,-1.94571,0.0326286,2.94258,3.25369,559.991,2.94258,3.2537,560.002,2.94258,3.25368,559.98,2.94258,3.05899,209.526,2.94258,3.15947,390.398,2.94258,3.05899,209.532,2.94258,3.15947,390.395,2.94258,3.03827,172.238,2.94258,3.10215,287.215,2.94258,3.16267,396.145,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.10215,287.215,2.94258,3.03827,172.239,2.94258,3.16267,396.152,2.94258,3.0863,258.687,2.94258,3.0863,258.684,2.94258,3.0863,258.686,2.94258,3.03827,172.236,2.94258,3.10215,287.217,2.94258,3.16267,396.151,1.96502,1.98502,400,1.96507,1.98507,400,1.96507,1.98507,400,
6.6033,2.71511,2.25708,0.863021,-2.58176,0.71236,-1.49314,0.0326286,0.365903,3.32197,0.831492,-2.54717,0.747844,-1.84897,0.0326286,2.24239,3.32191,2.00936,-2.22262,0.771744,3.11851,0.0326286,1.09513,2.25712,-0.0409498,-1.7382,0.712792,-2.96006,0.0326286,1.12226,2.25702,1.81398,-1.5834,-0.309252,-1.9318,0.0326286,2.32421,3.32201,-0.204655,-1.43639,-0.658287,-2.08559,0.0326286,2.94258,3.25408,560.697,2.94258,3.25409,560.705,2.94258,3.25409,560.703,2.94258,3.05893,209.417,2.94258,3.15927,390.031,2.94258,3.05893,209.416,2.94258,3.15927,390.033,2.94258,3.0383,172.289,2.94258,3.10214,287.207,2.94258,3.16285,396.48,2.94258,3.05893,209.42,2.94258,3.15927,390.035,2.94258,3.10215,287.209,2.94258,3.0383,172.287,2.94258,3.16286,396.489,2.94258,3.08627,258.628,2.94258,3.08626,258.624,2.94258,3.08627,258.629,2.94258,3.0383,172.288,2.94258,3.10214,287.206,2.94258,3.16286,396.49,1.96495,1.98456,392.162,1.96497,1.98458,392.167,1.96494,1.98455,392.172,
6.8034,2.70709,2.257,0.743811,-2.62588,0.617447,-1.56504,0.0326286,0.368749,3.32184,0.971831,-2.5976,0.65466,-1.92708,0.0326286,2.36378,3.32171,1.93535,-2.30009,0.701279,3.00329,0.0326286,0.997296,2.25709,0.0240593,-1.82962,0.689902,-3.10153,0.0326286,1.22886,2.2568,1.86467,-1.54843,-0.308872,-2.04773,0.0326286,2.20071,3.32205,-0.274157,-1.35373,-0.638804,-2.22228,0.0326286,2.94258,3.25368,559.97,2.94258,3.25369,559.988,2.94258,3.2537,560,2.94258,3.05899,209.529,2.94258,3.15947,390.395,2.94258,3.05899,209.528,2.94258,3.15947,390.4,2.94258,3.03827,172.24,2.94258,3.10215,287.217,2.94258,3.16266,396.144,2.94258,3.05899,209.531,2.94258,3.15948,390.403,2.94258,3.10215,287.219,2.94258,3.03827,172.235,2.94258,3.16267,396.155,2.94258,3.0863,258.689,2.94258,3.0863,258.683,2.94258,3.0863,258.689,2.94258,3.03827,172.239,2.94258,3.10215,287.213,2.94258,3.16267,396.154,1.96506,1.98506,400,1.96506,1.98506,400,1.96504,1.98504,400,
7.0035,2.66917,2.2839,0.617451,-2.5309,0.530028,-1.57309,0.0326286,0.40183,3.33318,1.10513,-2.62872,0.561616,-1.99164,0.0326286,2.46281,3.33298,1.83803,-2.36622,0.63145,2.9001,0.0326286,0.906406,2.2841,0.11833,-1.93666,0.747363,3.04068,0.0326286,1.35561,2.28417,1.89432,-1.60645,-0.375503,-2.12945,0.0326286,2.06689,3.33298,-0.313535,-1.28195,-0.616898,-2.35149,0.0326286,2.94258,3.22061,500.453,2.94258,3.2206,500.433,2.94258,3.22061,500.441,2.94258,3.05895,209.452,2.94258,3.16038,392.025,2.94258,3.05892,209.412,2.94258,3.16042,392.097,2.94258,3.03667,169.349,2.94258,3.11098,303.105,2.94258,3.15052,374.283,2.94258,3.05879,209.171,2.94258,3.16043,392.114,2.94258,3.11098,303.116,2.94258,3.03663,169.288,2.94258,3.15054,374.313,2.94258,3.08496,256.277,2.94258,3.08499,256.331,2.94258,3.08493,256.228,2.94258,3.03662,169.263,2.94258,3.11101,303.161,2.94258,3.15047,374.195,2.31495,2.03902,0,2.31491,2.04019,0,2.31509,2.03973,0,
7.2036,2.35204,8.73046,0.254604,-2.68722,0.129967,-2.20986,0.0326286,0.940547,10.0733,1.50107,-2.68503,0.131892,-2.19867,0.0326286,2.53032,10.0745,1.17203,-2.51287,0.282169,2.54426,0.0326286,0.744846,8.72934,0.578667,-2.52038,0.27387,2.54462,0.0326286,1.82909,8.73329,1.8085,-1.04072,-0.429021,-2.86215,0.0326286,1.45046,10.0705,-0.0402188,-1.05221,-0.428058,-2.85379,0.0326286,2.94258,2.97463,57.6873,2.94258,2.97462,57.667,2.94258,2.97462,57.6606,2.94258,2.97586,59.897,2.94258,2.97509,58.5169,2.94258,2.97584,59.8644,2.94258,2.97509,58.5128,2.94258,2.97607,60.268,2.94258,2.97585,59.8703,2.94258,2.97472,57.842,2.94258,2.97586,59.8917,2.94258,2.97507,58.4825,2.94258,2.97587,59.907,2.94258,2.97608,60.286,2.94258,2.97472,57.8513,2.94258,2.97593,60.0134,2.94258,2.97591,59.9899,2.94258,2.97591,59.9862,2.94258,2.97606,60.249,2.94258,2.97586,59.9011,2.94258,2.97471,57.8207,2.99814,3.00065,50.2827,2.99814,3.00066,50.4482,2.99814,3.00066,50.3334,
7.4037,1.95824,11.5775,-0.0936789,-2.6724,-0.364627,-2.44483,0.0326286,1.32736,13.0377,1.84726,-2.66809,-0.35908,-2.43393,0.0326286,2.62912,13.0384,0.662969,-2.51942,-0.166738,2.23597,0.0326286,0.63636,11.5767,1.09867,-2.52152,-0.1806,2.2389,0.0326286,2.32989,11.5845,1.64727,-0.911518,-0.112592,2.9611,0.0326286,0.952631,13.0307,0.127758,-0.92194,-0.121187,2.96652,0.0326286,2.94258,2.96966,48.7404,2.94258,2.96966,48.7389,2.94258,2.96967,48.7461,2.94258,2.97053,50.303,2.94258,2.96991,49.1787,2.94258,2.97053,50.3076,2.94258,2.96991,49.1792,2.94258,2.97063,50.4765,2.94258,2.97048,50.2076,2.94258,2.96975,48.9027,2.94258,2.97053,50.3015,2.94258,2.9699,49.1757,2.94258,2.97048,50.2057,2.94258,2.97063,50.4798,2.94258,2.96975,48.9043,2.94258,2.9705,50.2534,2.94258,2.9705,50.2491,2.94258,2.9705,50.2558,2.94258,2.97063,50.4786,2.94258,2.97048,50.205,2.94258,2.96975,48.903,2.99814,3.00044,46.0948,2.99814,3.00044,46.0664,2.99814,3.00045,46.1694,
7.6038,1.408,10.5236,-0.156962,-2.48124,-0.830903,-2.78058,0.0326286,1.86617,12.047,1.91331,-2.48122,-0.829234,-2.76862,0.0326286,2.40805,12.0451,0.163644,-2.36372,-0.588545,1.86527,0.0326286,0.854186,10.5255,1.61034,-2.36614,-0.600221,1.86901,0.0326286,2.66159,10.5353,1.20629,-0.943013,0.226895,2.5345,0.0326286,0.621886,12.0354,0.569227,-0.951422,0.219019,2.53685,0.0326286,2.94258,2.96986,49.0883,2.94258,2.96986,49.0882,2.94258,2.96986,49.0889,2.94258,2.97065,50.5145,2.94258,2.97008,49.4932,2.94258,2.97065,50.5132,2.94258,2.97008,49.4935,2.94258,2.97082,50.8322,2.94258,2.97056,50.3637,2.94258,2.96986,49.101,2.94258,2.97065,50.5144,2.94258,2.97008,49.4976,2.94258,2.97056,50.3621,2.94258,2.97082,50.8284,2.94258,2.96986,49.1005,2.94258,2.97072,50.6355,2.94258,2.97072,50.6384,2.94258,2.97072,50.6385,2.94258,2.97083,50.8359,2.94258,2.97056,50.3634,2.94258,2.96986,49.1025,2.99814,3.00071,51.3518,2.99814,3.00071,51.3648,2.99814,3.00071,51.3085,
7.8039,0.897412,5.55803,0.0942078,-1.77924,-1.12965,2.682,0.0326286,2.36574,7.11219,1.66917,-1.7846,-1.12589,2.69834,0.0326286,1.93763,7.1061,-0.144744,-1.9601,-0.898379,1.27489,0.0326286,1.32485,5.56415,1.92861,-1.94794,-0.907828,1.26775,0.0326286,2.69972,5.57355,0.641211,-1.10967,0.497907,2.05076,0.0326286,0.580836,7.09683,1.13299,-1.11105,0.486321,2.05398,0.0326286,2.94258,2.97056,50.3578,2.94258,2.97056,50.3577,2.94258,2.97056,50.3604,2.94258,2.97136,51.7877,2.94258,2.97077,50.7351,2.94258,2.97136,51.7879,2.94258,2.97077,50.7367,2.94258,2.97151,52.0746,2.94258,2.97129,51.6743,2.94258,2.97062,50.4595,2.94258,2.97135,51.7854,2.94258,2.97077,50.7345,2.94258,2.97129,51.6735,2.94258,2.97152,52.0747,2.94258,2.97062,50.4619,2.94258,2.97138,51.8239,2.94258,2.97137,51.8227,2.94258,2.97138,51.8255,2.94258,2.97152,52.0754,2.94258,2.97129,51.6746,2.94258,2.97062,50.4603,2.99814,3.00068,50.8184,2.99814,3.00068,50.8054,2.99814,3.00068,50.8378,
8.004,0.77097,3.59088,0.414081,-1.05451,-1.07126,1.86001,0.0326286,2.48603,4.88461,1.28313,-1.08575,-1.06728,1.89823,0.0326286,1.58998,4.92567,-0.0738626,-1.53292,-0.947345,0.70372,0.0326286,1.66891,3.54943,1.78888,-1.50033,-0.940857,0.679537,0.0326286,2.41075,3.55666,0.323316,-1.3211,0.633447,1.68153,0.0326286,0.862469,4.91834,1.38115,-1.30955,0.621973,1.69184,0.0326286,2.94258,2.97422,56.9511,2.94258,2.97432,57.1228,2.94258,2.97432,57.1256,2.94258,2.97576,59.7136,2.94258,2.97495,58.258,2.94258,2.97589,59.948,2.94258,2.97497,58.2875,2.94258,2.97573,59.6557,2.94258,2.97576,59.7197,2.94258,2.97477,57.9364,2.94258,2.97584,59.8566,2.94258,2.97497,58.2906,2.94258,2.97571,59.6267,2.94258,2.97574,59.6724,2.94258,2.97476,57.9233,2.94258,2.97547,59.1912,2.94258,2.97548,59.2118,2.94258,2.97551,59.2737,2.94258,2.97577,59.7351,2.94258,2.97565,59.5213,2.94258,2.97478,57.9531,2.99814,3.00028,42.7839,2.99814,3.00036,44.4357,2.99814,3.00038,44.7288,
8.2041,0.48128,3.00721,0.259208,-0.6877,-1.10841,1.56161,0.0326286,2.30153,4.64588,1.01026,-0.867084,-1.10293,1.73483,0.0326286,1.24353,4.4976,-0.436593,-1.34797,-1.00214,0.582212,0.0326286,1.54483,3.15591,1.72499,-1.28057,-0.960982,0.528191,0.0326286,2.2862,3.09555,0.0665148,-1.37222,0.572956,1.55538,0.0326286,0.515444,4.55624,1.20524,-1.32548,0.561339,1.58521,0.0326286,2.94258,2.96765,45.1126,2.94258,2.96731,44.5121,2.94258,2.97071,50.619,2.94258,2.97004,49.4129,2.94258,2.97072,50.6517,2.94258,2.97081,50.8028,2.94258,2.97127,51.6389,2.94258,2.97033,49.9334,2.94258,2.9716,52.2252,2.94258,2.96906,47.6526,2.94258,2.96996,49.2733,2.94258,2.97033,49.9455,2.94258,2.97083,50.8414,2.94258,2.97021,49.7168,2.94258,2.97126,51.6224,2.94258,2.97115,51.421,2.94258,2.97011,49.5516,2.94258,2.97006,49.4571,2.94258,2.97022,49.7356,2.94258,2.97095,51.0632,2.94258,2.96834,46.3526,2.99814,3.0006,49.1602,2.99814,3.0006,49.1589,2.99814,3.00072,51.5304,
8.4042,0.270959,3.00028,0.0497264,-0.903134,-1.13444,1.76136,0.0326286,2.00261,4.57581,0.822886,-0.928857,-1.13214,1.79587,0.0326286,1.03621,4.42454,-0.604105,-1.40683,-1.01671,0.646473,0.0326286,1.24195,3.15049,1.49991,-1.42296,-1.04668,0.662321,0.0326286,2.01476,3.07603,-0.0703128,-1.31979,0.556153,1.61441,0.0326286,0.27722,4.50011,0.949667,-1.29505,0.541876,1.63224,0.0326286,2.94258,2.96668,43.3706,2.94258,2.9719,52.773,2.94258,2.96945,48.3627,2.94258,2.97096,51.0787,2.94258,2.97058,50.3833,2.94258,2.97045,50.1625,2.94258,2.97243,53.7216,2.94258,2.97085,50.8735,2.94258,2.97214,53.2063,2.94258,2.96822,46.1474,2.94258,2.97019,49.6912,2.94258,2.97196,52.8734,2.94258,2.97264,54.0979,2.94258,2.97018,49.6696,2.94258,2.97177,52.5417,2.94258,2.97158,52.1893,2.94258,2.97021,49.7228,2.94258,2.97142,51.9106,2.94258,2.97091,50.9873,2.94258,2.9718,52.5851,2.94258,2.9698,48.9878,2.99814,3.00016,40.3722,2.99814,3.00051,47.4309,2.99814,2.99995,36.236,
8.6043,0.328827,3.00748,0.0813738,-1.14307,-1.08697,1.96487,0.0326286,2.15822,4.48719,1.07107,-1.12132,-1.09187,1.95826,0.0326286,1.21743,4.48727,-0.451861,-1.53685,-0.95408,0.741631,0.0326286,1.27489,3.00741,1.62722,-1.52659,-0.96638,0.735711,0.0326286,2.14047,3.00748,0.0352375,-1.30075,0.613217,1.70039,0.0326286,0.368933,4.48739,1.12445,-1.30541,0.60166,1.70216,0.0326286,2.94258,2.97009,49.516,2.94258,2.97,49.3497,2.94258,2.96975,48.8906,2.94258,2.96963,48.6749,2.94258,2.97048,50.2173,2.94258,2.96964,48.6927,2.94258,2.97049,50.2227,2.94258,2.96986,49.0977,2.94258,2.97085,50.8862,2.94258,2.9693,48.0829,2.94258,2.96958,48.5911,2.94258,2.97063,50.4748,2.94258,2.97091,50.9875,2.94258,2.96979,48.9757,2.94258,2.96941,48.289,2.94258,2.9701,49.534,2.94258,2.97013,49.5897,2.94258,2.97023,49.7569,2.94258,2.96982,49.024,2.94258,2.97093,51.0296,2.94258,2.96957,48.5702,2.99814,3.00043,45.8106,2.99814,3.00043,45.8501,2.99814,3.00042,45.681,
8.8044,0.341655,3.00727,0.0996881,-1.11185,-1.08441,1.93269,0.0326286,2.1465,4.45889,1.04999,-1.11264,-1.08487,1.94585,0.0326286,1.20637,4.45889,-0.433704,-1.52132,-0.954144,0.722478,0.0326286,1.2858,3.00727,1.60449,-1.5053,-0.962176,0.71189,0.0326286,2.11692,3.00727,0.0344304,-1.31419,0.616588,1.6838,0.0326286,0.391514,4.45889,1.12232,-1.31504,0.604878,1.68762,0.0326286,2.94258,2.96976,48.915,2.94258,2.96976,48.9162,2.94258,2.96976,48.9132,2.94258,2.97033,49.9415,2.94258,2.97065,50.5209,2.94258,2.97033,49.9376,2.94258,2.97065,50.5242,2.94258,2.97039,50.0514,2.94258,2.97131,51.6985,2.94258,2.96914,47.7941,2.94258,2.97033,49.9411,2.94258,2.97066,50.5271,2.94258,2.97131,51.7019,2.94258,2.97039,50.0495,2.94258,2.96914,47.7966,2.94258,2.97052,50.2843,2.94258,2.97052,50.2859,2.94258,2.97052,50.29,2.94258,2.97039,50.0544,2.94258,2.97131,51.7008,2.94258,2.96914,47.8013,2.99814,3.00019,41.0478,2.99814,3.00019,41.0152,2.99814,3.00019,41.0165,
9.0045,0.332863,3.00744,0.084638,-1.13603,-1.08651,1.95765,0.0326286,2.15462,4.4794,1.0646,-1.12712,-1.08889,1.96246,0.0326286,1.21497,4.4794,-0.448021,-1.53371,-0.954341,0.737713,0.0326286,1.27718,3.00744,1.61966,-1.52314,-0.966237,0.731569,0.0326286,2.13439,3.00744,0.0343443,-1.30267,0.613882,1.69732,0.0326286,0.374829,4.4794,1.12205,-1.31023,0.60266,1.69745,0.0326286,2.94258,2.96992,49.2032,2.94258,2.96992,49.2033,2.94258,2.96992,49.2046,2.94258,2.96979,48.9697,2.94258,2.9705,50.2531,2.94258,2.96979,48.9696,2.94258,2.9705,50.2533,2.94258,2.96994,49.2465,2.94258,2.97096,51.0752,2.94258,2.96924,47.9771,2.94258,2.96979,48.9697,2.94258,2.9705,50.2534,2.94258,2.97096,51.0753,2.94258,2.96994,49.2464,2.94258,2.96924,47.9774,2.94258,2.9702,49.7128,2.94258,2.9702,49.7126,2.94258,2.9702,49.7129,2.94258,2.96994,49.2465,2.94258,2.97096,51.0751,2.94258,2.96924,47.9774,2.99814,3.00036,44.2991,2.99814,3.00036,44.2981,2.99814,3.00036,44.2986,
9.2046,0.339058,3.00735,0.0956464,-1.11903,-1.08478,1.93992,0.0326286,2.14888,4.46467,1.05387,-1.11646,-1.08589,1.95022,0.0326286,1.20856,4.46467,-0.437652,-1.52477,-0.954354,0.726614,0.0326286,1.28362,3.00735,1.60882,-1.51042,-0.963667,0.717377,0.0326286,2.12178,3.00735,0.0342138,-1.31065,0.615877,1.68758,0.0326286,0.387026,4.46467,1.12246,-1.31427,0.604339,1.68989,0.0326286,2.94258,2.96986,49.0962,2.94258,2.96986,49.0954,2.94258,2.96986,49.0975,2.94258,2.97011,49.5475,2.94258,2.97059,50.406,2.94258,2.97011,49.5476,2.94258,2.97059,50.406,2.94258,2.97021,49.7281,2.94258,2.97118,51.4688,2.94258,2.96918,47.8679,2.94258,2.97011,49.5475,2.94258,2.97059,50.4059,2.94258,2.97118,51.4687,2.94258,2.97021,49.7282,2.94258,2.96918,47.868,2.94258,2.97039,50.0528,2.94258,2.97039,50.0527,2.94258,2.97039,50.0526,2.94258,2.97021,49.7282,2.94258,2.97118,51.4687,2.94258,2.96918,47.8677,2.99814,3.00022,41.6499,2.99814,3.00022,41.6504,2.99814,3.00022,41.6504,
9.4047,0.334167,3.00742,0.0891001,-1.12903,-1.08546,1.95012,0.0326286,2.15351,4.47496,1.06028,-1.12181,-1.08747,1.9564,0.0326286,1.21181,4.47496,-0.444836,-1.52932,-0.954314,0.732288,0.0326286,1.28041,3.00742,1.61635,-1.51767,-0.965491,0.725265,0.0326286,2.12993,3.00742,0.0332555,-1.30577,0.614802,1.69304,0.0326286,0.379189,4.47496,1.12326,-1.3123,0.603486,1.69373,0.0326286,2.94258,2.96987,49.1086,2.94258,2.96987,49.1082,2.94258,2.96987,49.1101,2.94258,2.96989,49.1505,2.94258,2.97052,50.2825,2.94258,2.96989,49.1506,2.94258,2.97052,50.2825,2.94258,2.97002,49.384,2.94258,2.97101,51.1703,2.94258,2.96918,47.8741,2.94258,2.96989,49.1505,2.94258,2.97052,50.2825,2.94258,2.97101,51.1702,2.94258,2.97002,49.384,2.94258,2.96918,47.8743,2.94258,2.97025,49.7982,2.94258,2.97025,49.7981,2.94258,2.97025,49.7981,2.94258,2.97002,49.384,2.94258,2.97101,51.1702,2.94258,2.96918,47.874,2.99814,3.00033,43.7822,2.99814,3.00033,43.7825,2.99814,3.00033,43.7822,
9.6048,0.336934,3.00738,0.0946062,-1.12054,-1.08444,1.9412,0.0326286,2.15093,4.46798,1.05488,-1.11619,-1.0859,1.94997,0.0326286,1.20843,4.46798,-0.439872,-1.52461,-0.954282,0.726437,0.0326286,1.28381,3.00739,1.61123,-1.51123,-0.964301,0.717991,0.0326286,2.12381,3.00738,0.0329039,-1.3097,0.615821,1.68805,0.0326286,0.385185,4.46798,1.12373,-1.31442,0.604354,1.68976,0.0326286,2.94258,2.9699,49.1606,2.94258,2.9699,49.16,2.94258,2.9699,49.1619,2.94258,2.97001,49.3718,2.94258,2.97056,50.3472,2.94258,2.97001,49.3719,2.94258,2.97056,50.3472,2.94258,2.97013,49.5843,2.94258,2.97112,51.3595,2.94258,2.9692,47.9007,2.94258,2.97001,49.3719,2.94258,2.97056,50.3471,2.94258,2.97112,51.3593,2.94258,2.97013,49.5843,2.94258,2.9692,47.9008,2.94258,2.97033,49.9473,2.94258,2.97033,49.9472,2.94258,2.97033,49.9471,2.94258,2.97013,49.5843,2.94258,2.97112,51.3593,2.94258,2.9692,47.9005,2.99814,3.00024,41.9853,2.99814,3.00024,41.9857,2.99814,3.00024,41.9855,
9.8049,0.334424,3.00741,0.0924034,-1.12354,-1.08447,1.94414,0.0326286,2.15336,4.47254,1.05707,-1.1173,-1.08627,1.95127,0.0326286,1.20913,4.47254,-0.443048,-1.52557,-0.95424,0.727669,0.0326286,1.28316,3.00741,1.61453,-1.51328,-0.964997,0.720126,0.0326286,2.127,3.00741,0.0318358,-1.30815,0.615549,1.68955,0.0326286,0.382098,4.47254,1.12474,-1.31403,0.604171,1.69059,0.0326286,2.94258,2.96985,49.0723,2.94258,2.96985,49.0717,2.94258,2.96985,49.0735,2.94258,2.96994,49.245,2.94258,2.97053,50.3101,2.94258,2.96994,49.2451,2.94258,2.97053,50.3102,2.94258,2.97006,49.4591,2.94258,2.97105,51.2291,2.94258,2.96916,47.8408,2.94258,2.96994,49.245,2.94258,2.97053,50.3101,2.94258,2.97105,51.2289,2.94258,2.97006,49.4592,2.94258,2.96916,47.841,2.94258,2.97028,49.8511,2.94258,2.97028,49.851,2.94258,2.97028,49.8509,2.94258,2.97006,49.4592,2.94258,2.97105,51.2289,2.94258,2.96916,47.8407,2.99814,3.00032,43.5158,2.99814,3.00032,43.5161,2.99814,3.00032,43.5158,
10.005,0.335347,3.0074,0.0950364,-1.11944,-1.08383,1.93976,0.0326286,2.1525,4.46968,1.05448,-1.11428,-1.08544,1.94783,0.0326286,1.20732,4.46968,-0.440979,-1.52305,-0.954199,0.724545,0.0326286,1.28499,3.0074,1.61244,-1.51009,-0.964519,0.716437,0.0326286,2.12428,3.0074,0.0313226,-1.31,0.616065,1.68702,0.0326286,0.384804,4.46968,1.1253,-1.31519,0.604628,1.68847,0.0326286,2.94258,2.96991,49.1786,2.94258,2.96991,49.1779,2.94258,2.96991,49.1798,2.94258,2.96997,49.2997,2.94258,2.97054,50.318,2.94258,2.96997,49.2998,2.94258,2.97054,50.3181,2.94258,2.9701,49.5249,2.94258,2.97109,51.3098,2.94258,2.9692,47.9114,2.94258,2.96997,49.2998,2.94258,2.97054,50.318,2.94258,2.97109,51.3097,2.94258,2.9701,49.525,2.94258,2.9692,47.9115,2.94258,2.97031,49.9018,2.94258,2.97031,49.9017,2.94258,2.97031,49.9017,2.94258,2.9701,49.525,2.94258,2.97109,51.3097,2.94258,2.9692,47.9113,2.99814,3.00025,42.1525,2.99814,3.00025,42.1528,2.99814,3.00025,42.1526,
10.2051,0.334099,3.0074,0.0948769,-1.11928,-1.08357,1.93943,0.0326286,2.15375,4.47137,1.05467,-1.1135,-1.08527,1.94696,0.0326286,1.20687,4.47137,-0.442129,-1.52241,-0.954154,0.72379,0.0326286,1.28549,3.0074,1.61363,-1.50979,-0.964698,0.71597,0.0326286,2.12507,3.0074,0.0303247,-1.30996,0.616154,1.68673,0.0326286,0.384044,4.47137,1.12629,-1.31551,0.604741,1.68795,0.0326286,2.94258,2.96984,49.0646,2.94258,2.96984,49.0639,2.94258,2.96984,49.0657,2.94258,2.96997,49.2852,2.94258,2.97054,50.3274,2.94258,2.96997,49.2853,2.94258,2.97054,50.3274,2.94258,2.97008,49.4923,2.94258,2.97106,51.2585,2.94258,2.96916,47.8339,2.94258,2.96997,49.2853,2.94258,2.97054,50.3273,2.94258,2.97106,51.2584,2.94258,2.97008,49.4923,2.94258,2.96916,47.834,2.94258,2.97029,49.8768,2.94258,2.97029,49.8767,2.94258,2.97029,49.8767,2.94258,2.97008,49.4923,2.94258,2.97106,51.2584,2.94258,2.96916,47.8337,2.99814,3.00031,43.3938,2.99814,3.00031,43.3942,2.99814,3.00031,43.3939,
