tgDataLogger2 started logging at time 04092024_094046, with 30 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(springs).RestLen,6_SCA(springs).CurrLen,6_SCA(springs).Tension,7_SCA(springs).RestLen,7_SCA(springs).CurrLen,7_SCA(springs).Tension,8_SCA(springs).RestLen,8_SCA(springs).CurrLen,8_SCA(springs).Tension,9_SCA(springs).RestLen,9_SCA(springs).CurrLen,9_SCA(springs).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(springs).RestLen,26_SCA(springs).CurrLen,26_SCA(springs).Tension,27_SCA(activated_cable).RestLen,27_SCA(activated_cable).CurrLen,27_SCA(activated_cable).Tension,28_SCA(activated_cable).RestLen,28_SCA(activated_cable).CurrLen,28_SCA(activated_cable).Tension,29_SCA(activated_cable).RestLen,29_SCA(activated_cable).CurrLen,29_SCA(activated_cable).Tension,
2.2011,1.52798,3.09979,1.6186,-0.852797,0.252217,1.3056,0.0326286,3.55071,4.30248,0.646207,-0.838526,0.258705,1.23456,0.0326286,1.87202,4.82545,1.3369,-1.07705,0.179579,-0.375638,0.0326286,3.09631,2.63096,0.937261,-1.13752,0.127385,-0.401897,0.0326286,2.00574,3.67805,0.0104565,-2.70604,0.651894,-0.145829,0.0326286,3.00308,3.70849,2.35357,-2.78923,0.61842,-0.219335,0.0326286,2.94258,3.00617,114.449,2.94258,3.00368,109.978,2.94258,3.00936,120.196,2.94258,2.99462,93.6661,2.94258,3.00309,108.91,2.94258,2.99396,92.4693,2.94258,3.00333,109.35,2.94258,2.99288,90.5233,2.94258,2.99758,98.9883,2.94258,3.00398,110.504,2.94258,2.99438,93.2278,2.94258,3.00217,107.257,2.94258,2.9964,96.8749,2.94258,2.99259,90.0054,2.94258,3.00433,111.14,2.94258,2.9968,97.5855,2.94258,2.99583,95.8488,2.94258,2.9962,96.5069,2.94258,2.99377,92.1425,2.94258,2.99683,97.6429,2.94258,3.00277,108.336,2.79704,2.80366,132.349,2.79704,2.80397,138.644,2.79704,2.80468,152.804,
2.4012,1.49635,2.95255,1.73386,-0.797596,0.279512,1.3036,0.0326286,3.35187,4.23154,0.526147,-0.771656,0.288018,1.15496,0.0326286,1.59396,4.66803,1.34347,-1.00213,0.195959,-0.449143,0.0326286,3.04126,2.60107,0.945077,-1.12591,0.0986125,-0.506568,0.0326286,1.79917,3.52187,0.0836207,-2.54283,0.591027,-0.0882907,0.0326286,2.93529,3.62759,2.37226,-2.71315,0.536666,-0.225998,0.0326286,2.94258,3.05533,202.95,2.94258,3.05189,196.744,2.94258,3.05842,208.496,2.94258,3.01514,130.606,2.94258,3.04136,177.792,2.94258,3.01441,129.281,2.94258,3.04147,178.001,2.94258,3.01054,122.313,2.94258,3.02423,146.963,2.94258,3.04336,181.39,2.94258,3.01517,130.655,2.94258,3.04052,176.275,2.94258,3.02337,145.416,2.94258,3.01058,122.397,2.94258,3.04288,180.534,2.94258,3.02122,141.541,2.94258,3.02093,141.016,2.94258,3.02067,140.555,2.94258,3.01133,123.733,2.94258,3.0237,146.005,2.94258,3.04149,178.032,2.59694,2.606,181.116,2.59694,2.60614,183.993,2.59694,2.60629,187.083,
2.6013,1.519,2.79743,1.88963,-0.734208,0.308744,1.2826,0.0326286,3.17158,4.09949,0.417246,-0.710221,0.310687,1.05979,0.0326286,1.36605,4.44611,1.37477,-0.929575,0.201459,-0.53946,0.0326286,3.03843,2.53956,0.988377,-1.10421,0.0573038,-0.626225,0.0326286,1.64428,3.30972,0.182214,-2.37885,0.501402,-0.0434977,0.0326286,2.92318,3.54138,2.39742,-2.62395,0.444632,-0.218177,0.0326286,2.94258,3.11274,306.28,2.94258,3.10895,299.449,2.94258,3.11541,311.091,2.94258,3.0312,159.504,2.94258,3.08077,248.733,2.94258,3.03047,158.202,2.94258,3.081,249.147,2.94258,3.0231,144.935,2.94258,3.05027,193.835,2.94258,3.08348,253.621,2.94258,3.0316,160.235,2.94258,3.07986,247.096,2.94258,3.04995,193.251,2.94258,3.02338,145.43,2.94258,3.08263,252.084,2.94258,3.04378,182.152,2.94258,3.04385,182.272,2.94258,3.04321,181.131,2.94258,3.02389,146.343,2.94258,3.04979,192.968,2.94258,3.08123,249.553,2.39684,2.40921,247.411,2.39684,2.4093,249.291,2.39684,2.40954,253.939,
2.8014,1.55667,2.58467,2.00809,-0.606945,0.307356,1.20385,0.0326286,2.89217,3.84366,0.200301,-0.59306,0.295008,0.908072,0.0326286,1.05091,4.03332,1.28741,-0.790505,0.157134,-0.677559,0.0326286,3.06154,2.451,1.00648,-1.00151,-0.0404375,-0.781372,0.0326286,1.48863,2.89169,0.221898,-2.132,0.344002,0.0178469,0.0326286,2.85532,3.50241,2.31842,-2.44048,0.313667,-0.156757,0.0326286,2.94258,3.17547,419.193,2.94258,3.17188,412.724,2.94258,3.17676,421.511,2.94258,3.04461,183.651,2.94258,3.11941,318.291,2.94258,3.04411,182.745,2.94258,3.11945,318.366,2.94258,3.03193,160.82,2.94258,3.07519,238.691,2.94258,3.12196,322.88,2.94258,3.04501,184.371,2.94258,3.11862,316.855,2.94258,3.07498,238.315,2.94258,3.03217,161.246,2.94258,3.12096,321.073,2.94258,3.06464,219.696,2.94258,3.06483,220.044,2.94258,3.06422,218.947,2.94258,3.03259,162.003,2.94258,3.07489,238.153,2.94258,3.11982,319.019,2.19674,2.21302,325.556,2.19674,2.21304,325.926,2.19674,2.21333,331.804,
3.0015,1.3694,2.28298,1.95292,-0.441834,0.320627,1.09912,0.0326286,2.34746,3.36756,-0.176485,-0.441089,0.283197,0.730536,0.0326286,0.514527,3.36783,1.05753,-0.611414,0.114649,-0.843391,0.0326286,2.84796,2.28236,0.840609,-0.844329,-0.147064,-0.960982,0.0326286,1.14512,2.28271,0.116539,-1.86092,0.140129,0.0351134,0.0326286,2.50004,3.36818,2.02788,-2.22567,0.152203,-0.102171,0.0326286,2.94258,3.24194,538.833,2.94258,3.2426,540.021,2.94258,3.24154,538.126,2.94258,3.0572,206.307,2.94258,3.15445,381.365,2.94258,3.05721,206.334,2.94258,3.15444,381.336,2.94258,3.03816,172.036,2.94258,3.09883,281.247,2.94258,3.15722,386.351,2.94258,3.05695,205.865,2.94258,3.15458,381.59,2.94258,3.09887,281.321,2.94258,3.03811,171.952,2.94258,3.15732,386.521,2.94258,3.08362,253.866,2.94258,3.08366,253.93,2.94258,3.08371,254.025,2.94258,3.03795,171.665,2.94258,3.09896,281.481,2.94258,3.15761,387.054,1.99664,2.01586,384.494,1.99664,2.01596,386.348,1.99664,2.01592,385.559,
3.2016,1.36221,2.2562,1.91943,-0.457056,0.423564,1.0605,0.0326286,2.1096,3.31992,-0.308461,-0.457457,0.38042,0.68097,0.0326286,0.41483,3.32001,1.1191,-0.6214,0.202931,-0.906647,0.0326286,2.71797,2.25599,0.652652,-0.845337,-0.0801626,-1.04706,0.0326286,0.943071,2.25569,0.112093,-1.86228,0.104154,-0.06794,0.0326286,2.4986,3.32032,1.87296,-2.23586,0.0855866,-0.188266,0.0326286,2.94258,3.25423,560.953,2.94258,3.25421,560.926,2.94258,3.25378,560.156,2.94258,3.05908,209.689,2.94258,3.15972,390.838,2.94258,3.05911,209.749,2.94258,3.15967,390.751,2.94258,3.0383,172.281,2.94258,3.1023,287.488,2.94258,3.1628,396.386,2.94258,3.05907,209.675,2.94258,3.15973,390.858,2.94258,3.10232,287.531,2.94258,3.0383,172.283,2.94258,3.16282,396.421,2.94258,3.08638,258.834,2.94258,3.08639,258.855,2.94258,3.08646,258.968,2.94258,3.03824,172.174,2.94258,3.10236,287.597,2.94258,3.16297,396.693,1.96386,1.98386,400,1.96424,1.98424,400,1.9635,1.9835,400,
3.4017,1.45329,2.25721,1.93156,-0.482385,0.522184,1.00416,0.0326286,1.95028,3.3218,-0.364753,-0.480577,0.478743,0.626057,0.0326286,0.42353,3.32183,1.24071,-0.637581,0.292117,-0.973563,0.0326286,2.66071,2.25702,0.523131,-0.84198,-0.0062391,-1.12948,0.0326286,0.837286,2.25686,0.181724,-1.87196,0.0719378,-0.174169,0.0326286,2.57729,3.32202,1.76019,-2.24042,0.0173597,-0.275136,0.0326286,2.94258,3.25413,560.786,2.94258,3.2541,560.734,2.94258,3.25402,560.588,2.94258,3.05893,209.428,2.94258,3.15928,390.047,2.94258,3.05893,209.417,2.94258,3.15927,390.035,2.94258,3.03831,172.3,2.94258,3.10214,287.205,2.94258,3.16285,396.469,2.94258,3.05893,209.427,2.94258,3.15928,390.052,2.94258,3.10215,287.218,2.94258,3.03831,172.301,2.94258,3.16284,396.466,2.94258,3.08626,258.615,2.94258,3.08627,258.626,2.94258,3.08628,258.659,2.94258,3.0383,172.283,2.94258,3.10215,287.225,2.94258,3.16289,396.549,1.96503,1.98463,392.14,1.96503,1.98464,392.165,1.96474,1.98435,392.169,
3.6018,1.56583,2.25716,1.94454,-0.516824,0.619005,0.940945,0.0326286,1.8064,3.32195,-0.392559,-0.511484,0.575908,0.565106,0.0326286,0.466239,3.32201,1.37166,-0.660801,0.380178,-1.04429,0.0326286,2.61049,2.25705,0.411524,-0.844137,0.0672806,-1.21197,0.0326286,0.760534,2.25705,0.273331,-1.87812,0.0393281,-0.27984,0.0326286,2.66418,3.32204,1.65017,-2.23905,-0.0511534,-0.361954,0.0326286,2.94258,3.2537,560.001,2.94258,3.25369,559.988,2.94258,3.25368,559.969,2.94258,3.05899,209.533,2.94258,3.15947,390.395,2.94258,3.05899,209.527,2.94258,3.15947,390.392,2.94258,3.03827,172.238,2.94258,3.10215,287.209,2.94258,3.16267,396.149,2.94258,3.05899,209.526,2.94258,3.15947,390.397,2.94258,3.10215,287.214,2.94258,3.03827,172.238,2.94258,3.16266,396.138,2.94258,3.08629,258.677,2.94258,3.0863,258.685,2.94258,3.0863,258.689,2.94258,3.03827,172.235,2.94258,3.10215,287.215,2.94258,3.16267,396.158,1.96511,1.98511,400,1.96506,1.98506,400,1.96502,1.98502,400,
3.8019,1.68311,2.25712,1.94684,-0.561169,0.714381,0.869025,0.0326286,1.66407,3.32198,-0.402513,-0.551958,0.671198,0.496008,0.0326286,0.526901,3.32201,1.49891,-0.691898,0.466448,-1.12014,0.0326286,2.55197,2.25708,0.307767,-0.85327,0.140572,-1.29557,0.0326286,0.698057,2.2571,0.374844,-1.88027,0.00538786,-0.385361,0.0326286,2.74217,3.322,1.53302,-2.23164,-0.119355,-0.449352,0.0326286,2.94258,3.25409,560.703,2.94258,3.25409,560.707,2.94258,3.25409,560.702,2.94258,3.05893,209.42,2.94258,3.15927,390.032,2.94258,3.05893,209.42,2.94258,3.15927,390.03,2.94258,3.0383,172.288,2.94258,3.10214,287.205,2.94258,3.16286,396.488,2.94258,3.05893,209.416,2.94258,3.15927,390.033,2.94258,3.10214,287.207,2.94258,3.0383,172.288,2.94258,3.16285,396.484,2.94258,3.08626,258.625,2.94258,3.08627,258.627,2.94258,3.08627,258.626,2.94258,3.0383,172.287,2.94258,3.10214,287.207,2.94258,3.16286,396.487,1.96496,1.98457,392.172,1.96494,1.98455,392.17,1.96495,1.98456,392.166,
4.002,1.80058,2.2571,1.93626,-0.620198,0.80598,0.783699,0.0326286,1.52233,3.322,-0.396619,-0.604876,0.763837,0.4157,0.0326286,0.602079,3.32201,1.61874,-0.732107,0.550243,-1.20283,0.0326286,2.48328,2.2571,0.211328,-0.8678,0.212702,-1.38058,0.0326286,0.648097,2.2571,0.482561,-1.87938,-0.0278772,-0.490702,0.0326286,2.80756,3.322,1.40802,-2.2181,-0.18668,-0.53821,0.0326286,2.94258,3.25369,559.989,2.94258,3.25369,559.993,2.94258,3.25369,559.99,2.94258,3.05899,209.53,2.94258,3.15947,390.397,2.94258,3.05899,209.531,2.94258,3.15947,390.396,2.94258,3.03827,172.238,2.94258,3.10215,287.214,2.94258,3.16267,396.15,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.10215,287.215,2.94258,3.03827,172.238,2.94258,3.16267,396.15,2.94258,3.0863,258.685,2.94258,3.0863,258.685,2.94258,3.0863,258.685,2.94258,3.03827,172.237,2.94258,3.10215,287.215,2.94258,3.16267,396.15,1.96505,1.98505,400,1.96505,1.98505,400,1.96506,1.98506,400,
4.2021,1.91666,2.25711,1.91255,-0.697042,0.894004,0.681407,0.0326286,1.38236,3.322,-0.375308,-0.674099,0.852678,0.3201,0.0326286,0.690326,3.322,1.72937,-0.783077,0.63069,-1.29432,0.0326286,2.40452,2.25711,0.122718,-0.889874,0.283395,-1.4687,0.0326286,0.610549,2.25711,0.595134,-1.87435,-0.0615796,-0.596417,0.0326286,2.85904,3.322,1.27635,-2.19823,-0.25258,-0.629313,0.0326286,2.94258,3.25409,560.704,2.94258,3.25409,560.705,2.94258,3.25409,560.705,2.94258,3.05893,209.418,2.94258,3.15927,390.031,2.94258,3.05893,209.419,2.94258,3.15927,390.031,2.94258,3.0383,172.288,2.94258,3.10214,287.206,2.94258,3.16285,396.485,2.94258,3.05893,209.418,2.94258,3.15927,390.031,2.94258,3.10214,287.206,2.94258,3.0383,172.288,2.94258,3.16285,396.486,2.94258,3.08627,258.626,2.94258,3.08627,258.626,2.94258,3.08627,258.626,2.94258,3.0383,172.288,2.94258,3.10214,287.206,2.94258,3.16285,396.485,1.96495,1.98456,392.169,1.96495,1.98456,392.168,1.96495,1.98456,392.169,
4.4022,2.02934,2.2571,1.87608,-0.799401,0.974832,0.554376,0.0326286,1.24571,3.32201,-0.338799,-0.765115,0.936012,0.20355,0.0326286,0.790364,3.32201,1.82942,-0.846743,0.706682,-1.39694,0.0326286,2.31669,2.2571,0.0433467,-0.918013,0.351907,-1.55996,0.0326286,0.585824,2.2571,0.710858,-1.86645,-0.0939593,-0.702375,0.0326286,2.89577,3.32201,1.13966,-2.17175,-0.31641,-0.723548,0.0326286,2.94258,3.25369,559.991,2.94258,3.25369,559.991,2.94258,3.25369,559.992,2.94258,3.05899,209.529,2.94258,3.15947,390.396,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.03827,172.238,2.94258,3.10215,287.215,2.94258,3.16267,396.149,2.94258,3.05899,209.53,2.94258,3.15947,390.396,2.94258,3.10215,287.215,2.94258,3.03827,172.238,2.94258,3.16267,396.15,2.94258,3.0863,258.685,2.94258,3.0863,258.685,2.94258,3.0863,258.685,2.94258,3.03827,172.238,2.94258,3.10215,287.215,2.94258,3.16267,396.149,1.96505,1.98505,400,1.96505,1.98505,400,1.96505,1.98505,400,
4.6023,2.13749,2.25711,1.82735,-0.934036,1.04711,0.395672,0.0326286,1.11395,3.32196,-0.287415,-0.884865,1.01127,0.0589171,0.0326286,0.900864,3.32201,1.91784,-0.925406,0.776751,-1.51322,0.0326286,2.22051,2.25706,-0.0259195,-0.954639,0.417492,-1.65642,0.0326286,0.574023,2.25709,0.828822,-1.85427,-0.125967,-0.809196,0.0326286,2.91722,3.32198,0.99975,-2.13833,-0.377541,-0.821679,0.0326286,2.94258,3.25409,560.703,2.94258,3.25409,560.705,2.94258,3.25408,560.697,2.94258,3.05893,209.418,2.94258,3.15927,390.033,2.94258,3.05893,209.418,2.94258,3.15927,390.031,2.94258,3.0383,172.288,2.94258,3.10214,287.206,2.94258,3.16286,396.487,2.94258,3.05893,209.418,2.94258,3.15927,390.032,2.94258,3.10214,287.206,2.94258,3.0383,172.289,2.94258,3.16285,396.483,2.94258,3.08627,258.625,2.94258,3.08627,258.627,2.94258,3.08627,258.627,2.94258,3.0383,172.287,2.94258,3.10214,287.207,2.94258,3.16286,396.487,1.96496,1.98457,392.169,1.96495,1.98456,392.169,1.96496,1.98456,392.168,
4.8024,2.23927,2.25706,1.76775,-1.10906,1.1048,0.196965,0.0326286,0.988596,3.32257,-0.221035,-1.04047,1.07479,-0.121029,0.0326286,1.02023,3.32186,1.99442,-1.02019,0.839398,-1.64474,0.0326286,2.11748,2.25763,-0.0834861,-0.998085,0.479808,-1.75754,0.0326286,0.575197,2.25678,0.947622,-1.84035,-0.155134,-0.916449,0.0326286,2.92302,3.32229,0.859384,-2.09743,-0.434895,-0.92471,0.0326286,2.94258,3.25369,559.982,2.94258,3.25371,560.026,2.94258,3.25363,559.879,2.94258,3.05897,209.487,2.94258,3.15947,390.389,2.94258,3.05899,209.537,2.94258,3.15947,390.39,2.94258,3.03827,172.231,2.94258,3.10215,287.226,2.94258,3.16263,396.085,2.94258,3.05902,209.585,2.94258,3.15945,390.36,2.94258,3.10214,287.208,2.94258,3.03828,172.245,2.94258,3.16268,396.178,2.94258,3.08631,258.707,2.94258,3.08628,258.647,2.94258,3.0863,258.694,2.94258,3.03828,172.247,2.94258,3.10214,287.191,2.94258,3.16267,396.147,1.96495,1.98495,400,1.96557,1.98557,400,1.96475,1.98475,400,
5.0025,2.33419,2.25714,1.6974,-1.32669,1.14361,-0.043995,0.0326286,0.871641,3.32199,-0.141281,-1.23761,1.12116,-0.342237,0.0326286,1.14751,3.32193,2.05701,-1.13528,0.891588,-1.79553,0.0326286,2.00863,2.25714,-0.128947,-1.05146,0.536941,-1.86627,0.0326286,0.589755,2.25702,1.06615,-1.82082,-0.184383,-1.02511,0.0326286,2.91335,3.32202,0.718971,-2.04923,-0.488473,-1.03279,0.0326286,2.94258,3.2541,560.726,2.94258,3.25408,560.688,2.94258,3.25409,560.714,2.94258,3.05893,209.427,2.94258,3.15927,390.032,2.94258,3.05892,209.412,2.94258,3.15927,390.038,2.94258,3.0383,172.287,2.94258,3.10215,287.21,2.94258,3.16286,396.492,2.94258,3.05893,209.419,2.94258,3.15927,390.036,2.94258,3.10215,287.212,2.94258,3.0383,172.288,2.94258,3.16285,396.479,2.94258,3.08626,258.623,2.94258,3.08627,258.629,2.94258,3.08627,258.632,2.94258,3.0383,172.291,2.94258,3.10214,287.207,2.94258,3.16286,396.494,1.96498,1.98459,392.158,1.96498,1.98459,392.189,1.96487,1.98447,392.161,
5.2026,2.42043,2.25713,1.61632,-1.57269,1.15662,-0.313357,0.0326286,0.763843,3.32198,-0.0496849,-1.46947,1.1452,-0.597921,0.0326286,1.28079,3.32202,2.10468,-1.26897,0.931514,-1.96438,0.0326286,1.89532,2.25707,-0.16293,-1.11273,0.589126,-1.98147,0.0326286,0.616993,2.2571,1.18145,-1.79976,-0.210554,-1.13458,0.0326286,2.88806,3.32202,0.579806,-1.99312,-0.536741,-1.14711,0.0326286,2.94258,3.25369,559.991,2.94258,3.25368,559.98,2.94258,3.2537,560,2.94258,3.05899,209.534,2.94258,3.15947,390.395,2.94258,3.05899,209.528,2.94258,3.15947,390.396,2.94258,3.03827,172.238,2.94258,3.10215,287.214,2.94258,3.16267,396.155,2.94258,3.05899,209.524,2.94258,3.15947,390.398,2.94258,3.10215,287.216,2.94258,3.03827,172.237,2.94258,3.16266,396.144,2.94258,3.0863,258.683,2.94258,3.0863,258.688,2.94258,3.0863,258.685,2.94258,3.03827,172.238,2.94258,3.10215,287.215,2.94258,3.16267,396.149,1.96508,1.98508,400,1.96503,1.98503,400,1.96505,1.98505,400,
5.4027,2.49727,2.25711,1.52593,-1.81952,1.14305,-0.583325,0.0326286,0.666771,3.32199,0.0531565,-1.71375,1.14292,-0.865966,0.0326286,1.41851,3.32201,2.13725,-1.41831,0.956486,-2.14848,0.0326286,1.77872,2.2571,-0.184384,-1.18411,0.634324,-2.10518,0.0326286,0.656817,2.25712,1.29306,-1.77482,-0.234441,-1.24558,0.0326286,2.84752,3.322,0.444178,-1.92918,-0.578916,-1.26775,0.0326286,2.94258,3.25409,560.701,2.94258,3.25409,560.703,2.94258,3.25409,560.708,2.94258,3.05893,209.418,2.94258,3.15927,390.031,2.94258,3.05893,209.419,2.94258,3.15927,390.031,2.94258,3.0383,172.288,2.94258,3.10214,287.207,2.94258,3.16286,396.487,2.94258,3.05893,209.416,2.94258,3.15927,390.032,2.94258,3.10214,287.207,2.94258,3.0383,172.288,2.94258,3.16285,396.485,2.94258,3.08627,258.626,2.94258,3.08627,258.627,2.94258,3.08627,258.625,2.94258,3.0383,172.288,2.94258,3.10214,287.207,2.94258,3.16285,396.483,1.96496,1.98457,392.17,1.96494,1.98455,392.168,1.96496,1.98457,392.167,
5.6028,2.56357,2.2571,1.42774,-2.03546,1.10386,-0.822807,0.0326286,0.581665,3.32201,0.166069,-1.94075,1.11465,-1.11682,0.0326286,1.55897,3.32201,2.15439,-1.57656,0.964606,-2.34136,0.0326286,1.66065,2.2571,-0.192823,-1.26343,0.672319,-2.23588,0.0326286,0.708663,2.2571,1.3994,-1.74811,-0.255397,-1.3574,0.0326286,2.79225,3.322,0.313855,-1.85782,-0.614061,-1.39466,0.0326286,2.94258,3.25369,559.989,2.94258,3.25369,559.991,2.94258,3.25369,559.992,2.94258,3.05899,209.528,2.94258,3.15947,390.397,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.03827,172.238,2.94258,3.10215,287.216,2.94258,3.16267,396.149,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.10215,287.215,2.94258,3.03827,172.238,2.94258,3.16267,396.15,2.94258,3.0863,258.686,2.94258,3.0863,258.685,2.94258,3.0863,258.685,2.94258,3.03827,172.238,2.94258,3.10215,287.215,2.94258,3.16267,396.148,1.96505,1.98505,400,1.96505,1.98505,400,1.96506,1.98506,400,
5.8029,2.61871,2.25711,1.32266,-2.21086,1.04572,-1.02172,0.0326286,0.509542,3.322,0.287697,-2.13079,1.06478,-1.33094,0.0326286,1.70049,3.322,2.15591,-1.7344,0.955172,-2.53383,0.0326286,1.5422,2.25711,-0.188173,-1.35154,0.70085,-2.37445,0.0326286,0.772037,2.25711,1.49953,-1.71804,-0.273282,-1.47075,0.0326286,2.72293,3.322,0.190416,-1.77986,-0.641282,-1.52724,0.0326286,2.94258,3.25409,560.704,2.94258,3.25409,560.704,2.94258,3.25409,560.705,2.94258,3.05893,209.417,2.94258,3.15927,390.031,2.94258,3.05893,209.417,2.94258,3.15927,390.032,2.94258,3.0383,172.288,2.94258,3.10214,287.207,2.94258,3.16285,396.485,2.94258,3.05893,209.418,2.94258,3.15927,390.031,2.94258,3.10214,287.207,2.94258,3.0383,172.288,2.94258,3.16285,396.486,2.94258,3.08627,258.626,2.94258,3.08627,258.626,2.94258,3.08627,258.626,2.94258,3.0383,172.288,2.94258,3.10214,287.206,2.94258,3.16285,396.485,1.96495,1.98456,392.168,1.96495,1.98456,392.168,1.96495,1.98456,392.169,
6.003,2.66185,2.2571,1.21233,-2.34414,0.973534,-1.1793,0.0326286,0.451313,3.32201,0.41655,-2.28013,0.998928,-1.50473,0.0326286,1.84129,3.32201,2.1418,-1.88263,0.929001,-2.71691,0.0326286,1.42519,2.2571,-0.170471,-1.44513,0.720255,-2.518,0.0326286,0.845981,2.2571,1.59191,-1.68685,-0.287893,-1.58473,0.0326286,2.64041,3.32201,0.0754151,-1.69671,-0.659763,-1.66442,0.0326286,2.94258,3.25369,559.99,2.94258,3.25369,559.991,2.94258,3.25369,559.991,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.03827,172.238,2.94258,3.10215,287.215,2.94258,3.16267,396.149,2.94258,3.05899,209.529,2.94258,3.15947,390.397,2.94258,3.10215,287.216,2.94258,3.03827,172.238,2.94258,3.16267,396.149,2.94258,3.0863,258.685,2.94258,3.0863,258.685,2.94258,3.0863,258.685,2.94258,3.03827,172.238,2.94258,3.10215,287.215,2.94258,3.16267,396.149,1.96505,1.98505,400,1.96505,1.98505,400,1.96505,1.98505,400,
6.2031,2.69263,2.25694,1.09774,-2.4459,0.892149,-1.30575,0.0326286,0.407691,3.322,0.551103,-2.39436,0.922026,-1.64394,0.0326286,1.97973,3.32201,2.11228,-2.01474,0.888061,-2.88428,0.0326286,1.31072,2.2571,-0.139888,-1.54314,0.728407,-2.66567,0.0326286,0.929837,2.25709,1.67572,-1.65295,-0.29872,-1.70002,0.0326286,2.54571,3.32203,-0.0297123,-1.61025,-0.668918,-1.80451,0.0326286,2.94258,3.25404,560.622,2.94258,3.25405,560.634,2.94258,3.2541,560.727,2.94258,3.05892,209.401,2.94258,3.15926,390.02,2.94258,3.05894,209.439,2.94258,3.15925,389.995,2.94258,3.03829,172.276,2.94258,3.10214,287.194,2.94258,3.16285,396.473,2.94258,3.0589,209.375,2.94258,3.15924,389.978,2.94258,3.10212,287.172,2.94258,3.03829,172.278,2.94258,3.16285,396.474,2.94258,3.08626,258.616,2.94258,3.08626,258.612,2.94258,3.08624,258.588,2.94258,3.03829,172.269,2.94258,3.10214,287.192,2.94258,3.16281,396.408,1.96494,1.98454,392.092,1.96494,1.98455,392.197,1.96525,1.98487,392.411,
