tgDataLogger2 started logging at time 04122024_164927, with 30 sensors on 1 senseable objects.
time,0_rod(prism_rod).X,0_rod(prism_rod).Y,0_rod(prism_rod).Z,0_rod(prism_rod).Euler1,0_rod(prism_rod).Euler2,0_rod(prism_rod).Euler3,0_rod(prism_rod).mass,1_rod(prism_rod).X,1_rod(prism_rod).Y,1_rod(prism_rod).Z,1_rod(prism_rod).Euler1,1_rod(prism_rod).Euler2,1_rod(prism_rod).Euler3,1_rod(prism_rod).mass,2_rod(prism_rod).X,2_rod(prism_rod).Y,2_rod(prism_rod).Z,2_rod(prism_rod).Euler1,2_rod(prism_rod).Euler2,2_rod(prism_rod).Euler3,2_rod(prism_rod).mass,3_rod(prism_rod).X,3_rod(prism_rod).Y,3_rod(prism_rod).Z,3_rod(prism_rod).Euler1,3_rod(prism_rod).Euler2,3_rod(prism_rod).Euler3,3_rod(prism_rod).mass,4_rod(prism_rod).X,4_rod(prism_rod).Y,4_rod(prism_rod).Z,4_rod(prism_rod).Euler1,4_rod(prism_rod).Euler2,4_rod(prism_rod).Euler3,4_rod(prism_rod).mass,5_rod(prism_rod).X,5_rod(prism_rod).Y,5_rod(prism_rod).Z,5_rod(prism_rod).Euler1,5_rod(prism_rod).Euler2,5_rod(prism_rod).Euler3,5_rod(prism_rod).mass,6_SCA(activated_cable).RestLen,6_SCA(activated_cable).CurrLen,6_SCA(activated_cable).Tension,7_SCA(activated_cable).RestLen,7_SCA(activated_cable).CurrLen,7_SCA(activated_cable).Tension,8_SCA(activated_cable).RestLen,8_SCA(activated_cable).CurrLen,8_SCA(activated_cable).Tension,9_SCA(activated_cable).RestLen,9_SCA(activated_cable).CurrLen,9_SCA(activated_cable).Tension,10_SCA(springs).RestLen,10_SCA(springs).CurrLen,10_SCA(springs).Tension,11_SCA(springs).RestLen,11_SCA(springs).CurrLen,11_SCA(springs).Tension,12_SCA(springs).RestLen,12_SCA(springs).CurrLen,12_SCA(springs).Tension,13_SCA(springs).RestLen,13_SCA(springs).CurrLen,13_SCA(springs).Tension,14_SCA(springs).RestLen,14_SCA(springs).CurrLen,14_SCA(springs).Tension,15_SCA(springs).RestLen,15_SCA(springs).CurrLen,15_SCA(springs).Tension,16_SCA(springs).RestLen,16_SCA(springs).CurrLen,16_SCA(springs).Tension,17_SCA(springs).RestLen,17_SCA(springs).CurrLen,17_SCA(springs).Tension,18_SCA(springs).RestLen,18_SCA(springs).CurrLen,18_SCA(springs).Tension,19_SCA(springs).RestLen,19_SCA(springs).CurrLen,19_SCA(springs).Tension,20_SCA(springs).RestLen,20_SCA(springs).CurrLen,20_SCA(springs).Tension,21_SCA(springs).RestLen,21_SCA(springs).CurrLen,21_SCA(springs).Tension,22_SCA(springs).RestLen,22_SCA(springs).CurrLen,22_SCA(springs).Tension,23_SCA(springs).RestLen,23_SCA(springs).CurrLen,23_SCA(springs).Tension,24_SCA(springs).RestLen,24_SCA(springs).CurrLen,24_SCA(springs).Tension,25_SCA(springs).RestLen,25_SCA(springs).CurrLen,25_SCA(springs).Tension,26_SCA(springs).RestLen,26_SCA(springs).CurrLen,26_SCA(springs).Tension,27_SCA(springs).RestLen,27_SCA(springs).CurrLen,27_SCA(springs).Tension,28_SCA(springs).RestLen,28_SCA(springs).CurrLen,28_SCA(springs).Tension,29_SCA(springs).RestLen,29_SCA(springs).CurrLen,29_SCA(springs).Tension,
0.0101,-2.18631e-16,4.49505,1.52068,-0.00188907,-2.16334e-16,-3.16146e-15,0.099995,-1.62257e-16,4.49505,-1.52068,-0.00188907,1.5678e-16,-2.67535e-15,0.099995,-1.51389,4.49737,3.77327e-17,-0.000546985,-1.45283e-17,-1.5708,0.099995,1.51389,4.49272,2.4415e-16,-0.000546985,6.07153e-17,-1.5708,0.099995,0.00431211,2.98557,4.37559e-15,-1.5704,-4.22625e-15,2.79213e-17,0.099995,-0.00431211,6.00452,-4.01963e-15,-1.5704,-4.39331e-15,6.60654e-18,0.099995,2.99814,3.00524,70.95,2.99814,3.00524,70.95,2.99814,3.00524,70.95,2.99814,3.00524,70.95,2.61352,2.99101,98.1471,2.61352,2.99045,98.0002,2.61352,2.99018,97.9301,2.61352,2.98971,97.8081,2.61352,2.99085,98.1054,2.61352,2.99101,98.1471,2.61352,2.99045,98.0002,2.61352,2.99018,97.9301,2.61352,2.98971,97.8081,2.61352,2.99085,98.1054,2.61352,2.99085,98.1054,2.61352,2.99018,97.9301,2.61352,2.98971,97.8081,2.61352,2.99085,98.1054,2.61352,2.98971,97.8081,2.61352,2.99018,97.9301,2.61352,2.99101,98.1471,2.61352,2.99045,98.0002,2.61352,2.99045,98.0002,2.61352,2.99101,98.1471,
0.0202,1.63516e-16,4.48008,1.44594,-0.00345999,1.29109e-16,-5.85951e-15,0.099995,2.49736e-16,4.48008,-1.44594,-0.00345999,2.91481e-16,-6.35387e-15,0.099995,-1.43355,4.48441,2.16416e-16,0.000625151,1.55041e-17,-1.5708,0.099995,1.43355,4.47576,2.38747e-16,0.000625151,-1.8323e-17,-1.5708,0.099995,0.00775069,3.05557,8.87723e-15,-1.56997,-6.11806e-15,6.1978e-18,0.099995,-0.00775069,5.9046,-8.15502e-15,-1.56997,-5.13562e-15,-5.88486e-17,0.099995,2.99814,3.00519,70.4652,2.99814,3.00519,70.4652,2.99814,3.00519,70.4652,2.99814,3.00519,70.4652,2.61352,2.9783,94.8422,2.61352,2.97783,94.7182,2.61352,2.97731,94.5844,2.61352,2.97667,94.4171,2.61352,2.97821,94.8171,2.61352,2.9783,94.8422,2.61352,2.97783,94.7182,2.61352,2.97731,94.5844,2.61352,2.97667,94.4171,2.61352,2.97821,94.8171,2.61352,2.97821,94.8171,2.61352,2.97731,94.5844,2.61352,2.97667,94.4171,2.61352,2.97821,94.8171,2.61352,2.97667,94.4171,2.61352,2.97731,94.5844,2.61352,2.9783,94.8422,2.61352,2.97783,94.7182,2.61352,2.97783,94.7182,2.61352,2.9783,94.8422,
0.0303,1.75309e-16,4.45512,1.33943,-0.00462134,1.64271e-15,-8.05397e-15,0.099995,6.84973e-17,4.45512,-1.33943,-0.00462134,-2.03721e-15,-8.13053e-15,0.099995,-1.32357,4.46075,2.18508e-16,0.000290039,2.79995e-17,-1.5708,0.099995,1.32357,4.44948,2.44709e-16,0.000290039,-6.20977e-17,-1.5708,0.099995,0.00965947,3.14532,1.13121e-14,-1.56941,-8.82145e-15,3.20672e-17,0.099995,-0.00965947,5.76492,-1.0495e-14,-1.56941,-7.24164e-15,1.00441e-17,0.099995,2.99814,3.00542,72.8047,2.99814,3.00542,72.8047,2.99814,3.00542,72.8047,2.99814,3.00542,72.8047,2.61352,2.96885,92.3839,2.61352,2.96881,92.3751,2.61352,2.96812,92.1937,2.61352,2.96768,92.0812,2.61352,2.96891,92.3991,2.61352,2.96885,92.3839,2.61352,2.96881,92.3751,2.61352,2.96812,92.1937,2.61352,2.96768,92.0812,2.61352,2.96891,92.3991,2.61352,2.96891,92.3991,2.61352,2.96812,92.1937,2.61352,2.96768,92.0812,2.61352,2.96891,92.3991,2.61352,2.96768,92.0812,2.61352,2.96812,92.1937,2.61352,2.96885,92.3839,2.61352,2.96881,92.3751,2.61352,2.96881,92.3751,2.61352,2.96885,92.3839,
0.0404,-3.57404e-16,4.42014,1.21881,-0.00472798,3.90778e-16,-1.13261e-14,0.099995,-2.89752e-16,4.42014,-1.21881,-0.00472798,-2.81417e-15,-1.10507e-14,0.099995,-1.20424,4.4254,2.22039e-16,-0.000635099,1.10589e-17,-1.5708,0.099995,1.20424,4.41488,2.51669e-16,-0.000635099,-2.32019e-17,-1.5708,0.099995,0.00848126,3.23142,1.36441e-14,-1.56905,-9.95295e-15,-1.49955e-17,0.099995,-0.00848126,5.60886,-1.28647e-14,-1.56905,-1.20934e-14,1.07049e-17,0.099995,2.99814,3.00635,82.0731,2.99814,3.00635,82.0731,2.99814,3.00635,82.0731,2.99814,3.00635,82.0731,2.61352,2.96977,92.6236,2.61352,2.96981,92.6329,2.61352,2.9691,92.45,2.61352,2.96906,92.439,2.61352,2.9698,92.6308,2.61352,2.96977,92.6236,2.61352,2.96981,92.6329,2.61352,2.9691,92.45,2.61352,2.96906,92.439,2.61352,2.9698,92.6308,2.61352,2.9698,92.6308,2.61352,2.9691,92.45,2.61352,2.96906,92.439,2.61352,2.9698,92.6308,2.61352,2.96906,92.439,2.61352,2.9691,92.45,2.61352,2.96977,92.6236,2.61352,2.96981,92.6329,2.61352,2.96981,92.6329,2.61352,2.96977,92.6236,
0.0505,-6.77156e-16,4.37516,1.11551,-0.00397067,-1.75125e-15,-1.54398e-14,0.099995,-3.68278e-16,4.37516,-1.11551,-0.00397067,7.6199e-16,-1.51582e-14,0.099995,-1.10549,4.37878,4.39061e-16,-0.00021565,-6.18944e-17,-1.5708,0.099995,1.10549,4.37153,2.62396e-16,-0.00021565,5.99022e-17,-1.5708,0.099995,0.00538201,3.28268,1.70956e-14,-1.56913,-1.4394e-14,1.46955e-17,0.099995,-0.00538201,5.46764,-1.62533e-14,-1.56913,-1.34815e-14,-4.46821e-17,0.099995,2.99814,3.00754,93.9929,2.99814,3.00754,93.9929,2.99814,3.00754,93.9929,2.99814,3.00754,93.9929,2.61352,2.97968,95.1991,2.61352,2.979,95.0234,2.61352,2.97846,94.8832,2.61352,2.97843,94.8748,2.61352,2.97941,95.131,2.61352,2.97968,95.1991,2.61352,2.979,95.0234,2.61352,2.97846,94.8832,2.61352,2.97843,94.8748,2.61352,2.97941,95.131,2.61352,2.97941,95.131,2.61352,2.97846,94.8832,2.61352,2.97843,94.8748,2.61352,2.97941,95.131,2.61352,2.97843,94.8748,2.61352,2.97846,94.8832,2.61352,2.97968,95.1991,2.61352,2.979,95.0234,2.61352,2.979,95.0234,2.61352,2.97968,95.1991,
0.0606,-7.23594e-16,4.32017,1.06425,-0.00342658,-1.87059e-15,-1.84737e-14,0.099995,-1.3764e-16,4.32017,-1.06425,-0.00342658,5.17769e-15,-1.87252e-14,0.099995,-1.05767,4.32251,5.57498e-16,-0.000191929,1.16254e-16,-1.5708,0.099995,1.05767,4.31783,1.96895e-16,-0.000191929,-1.21959e-16,-1.5708,0.099995,0.0031997,3.27223,1.9509e-14,-1.56925,-1.99352e-14,-1.05254e-16,0.099995,-0.0031997,5.36811,-1.85062e-14,-1.56925,-1.46447e-14,-1.6509e-16,0.099995,2.99814,3.00806,99.1767,2.99814,3.00806,99.1767,2.99814,3.00806,99.1767,2.99814,3.00806,99.1767,2.61352,2.9877,97.2852,2.61352,2.9861,96.8688,2.61352,2.98564,96.7493,2.61352,2.98493,96.565,2.61352,2.98713,97.1376,2.61352,2.9877,97.2852,2.61352,2.9861,96.8688,2.61352,2.98564,96.7493,2.61352,2.98493,96.565,2.61352,2.98713,97.1376,2.61352,2.98713,97.1376,2.61352,2.98564,96.7493,2.61352,2.98493,96.565,2.61352,2.98713,97.1376,2.61352,2.98493,96.565,2.61352,2.98564,96.7493,2.61352,2.9877,97.2852,2.61352,2.9861,96.8688,2.61352,2.9861,96.8688,2.61352,2.9877,97.2852,
0.0707,-4.73918e-16,4.25517,1.07586,-0.00378525,2.63502e-16,-2.22253e-14,0.099995,-1.80158e-16,4.25517,-1.07586,-0.00378525,6.93088e-16,-2.20744e-14,0.099995,-1.06921,4.25752,2.02513e-16,-0.00104414,1.44199e-17,-1.5708,0.099995,1.06921,4.25283,1.36565e-16,-0.00104414,-8.84709e-17,-1.5708,0.099995,0.00331451,3.19582,2.34993e-14,-1.56894,-1.498e-14,-5.95857e-17,0.099995,-0.00331451,5.31452,-2.33618e-14,-1.56894,-2.33085e-14,-9.28215e-17,0.099995,2.99814,3.00766,95.1505,2.99814,3.00766,95.1505,2.99814,3.00766,95.1505,2.99814,3.00766,95.1505,2.61352,2.9863,96.9216,2.61352,2.98406,96.3404,2.61352,2.98356,96.2101,2.61352,2.9821,95.8307,2.61352,2.98555,96.7254,2.61352,2.9863,96.9216,2.61352,2.98406,96.3404,2.61352,2.98356,96.2101,2.61352,2.9821,95.8307,2.61352,2.98555,96.7254,2.61352,2.98555,96.7254,2.61352,2.98356,96.2101,2.61352,2.9821,95.8307,2.61352,2.98555,96.7254,2.61352,2.9821,95.8307,2.61352,2.98356,96.2101,2.61352,2.9863,96.9216,2.61352,2.98406,96.3404,2.61352,2.98406,96.3404,2.61352,2.9863,96.9216,
0.0808,-3.21226e-16,4.18017,1.13761,-0.00470296,3.16046e-15,-2.68542e-14,0.099995,2.98012e-17,4.18017,-1.13761,-0.00470296,-4.99667e-15,-2.60748e-14,0.099995,-1.1281,4.18351,-2.06211e-16,-0.000375302,-2.05456e-17,-1.5708,0.099995,1.1281,4.17682,-2.41933e-16,-0.000375302,2.05998e-18,-1.5708,0.099995,0.00517927,3.06493,2.92758e-14,-1.56844,-2.97024e-14,-1.56905e-16,0.099995,-0.00517927,5.29541,-2.96404e-14,-1.56844,-2.77704e-14,-5.909e-17,0.099995,2.99814,3.00693,87.9109,2.99814,3.00693,87.9109,2.99814,3.00693,87.9109,2.99814,3.00693,87.9109,2.61352,2.97833,94.8506,2.61352,2.97566,94.1546,2.61352,2.9752,94.0352,2.61352,2.97348,93.5887,2.61352,2.97746,94.6228,2.61352,2.97833,94.8506,2.61352,2.97566,94.1546,2.61352,2.9752,94.0352,2.61352,2.97348,93.5887,2.61352,2.97746,94.6228,2.61352,2.97746,94.6228,2.61352,2.9752,94.0352,2.61352,2.97348,93.5887,2.61352,2.97746,94.6228,2.61352,2.97348,93.5887,2.61352,2.9752,94.0352,2.61352,2.97833,94.8506,2.61352,2.97566,94.1546,2.61352,2.97566,94.1546,2.61352,2.97833,94.8506,
0.0909,-7.19282e-17,4.09516,1.23058,-0.00540914,-6.65419e-15,-3.01976e-14,0.099995,1.54598e-16,4.09516,-1.23058,-0.00540914,8.17617e-15,-2.98474e-14,0.099995,-1.21747,4.0997,-2.26016e-16,-0.000428909,-7.44847e-17,-1.5708,0.099995,1.21747,4.09061,-2.23798e-16,-0.000428909,-7.20994e-18,-1.5708,0.099995,0.00750128,2.89303,3.52443e-14,-1.56825,-2.51511e-14,-1.31351e-16,0.099995,-0.00750128,5.29728,-3.58621e-14,-1.56825,-2.42532e-14,-9.10964e-17,0.099995,2.99814,3.00656,84.2171,2.99814,3.00656,84.2171,2.99814,3.00656,84.2171,2.99814,3.00656,84.2171,2.61352,2.97106,92.9601,2.61352,2.96812,92.1957,2.61352,2.96778,92.1052,2.61352,2.96629,91.7188,2.61352,2.97009,92.7079,2.61352,2.97106,92.9601,2.61352,2.96812,92.1957,2.61352,2.96778,92.1052,2.61352,2.96629,91.7188,2.61352,2.97009,92.7079,2.61352,2.97009,92.7079,2.61352,2.96778,92.1052,2.61352,2.96629,91.7188,2.61352,2.97009,92.7079,2.61352,2.96629,91.7188,2.61352,2.96778,92.1052,2.61352,2.97106,92.9601,2.61352,2.96812,92.1957,2.61352,2.96812,92.1957,2.61352,2.97106,92.9601,
0.101,-7.15494e-07,4.00025,1.334,-0.00531212,0.00718624,0.000275553,0.099995,-7.15494e-07,4.00025,-1.334,-0.00531212,-0.00718624,-0.000275553,0.099995,-1.31908,4.00518,-2.43022e-16,-0.000335797,-7.81789e-14,-1.5708,0.099995,1.31908,3.99509,-2.23026e-16,-0.000347944,-7.92169e-14,-1.5708,0.099995,0.00878285,2.6958,4.3587e-14,-1.56862,-1.85019e-12,2.57686e-13,0.099995,-0.00878285,5.30448,-4.41628e-14,-1.56863,-1.64797e-12,1.90629e-13,0.099995,2.99814,3.00608,79.3805,2.99814,3.00608,79.3805,2.99814,3.00739,92.4974,2.99814,3.00739,92.4974,2.61352,2.96985,92.6454,2.61352,2.96748,92.0275,2.61352,2.96654,91.7844,2.61352,2.9652,91.4356,2.61352,2.96936,92.5183,2.61352,2.96985,92.6454,2.61352,2.96748,92.0275,2.61352,2.96654,91.7844,2.61352,2.9652,91.4356,2.61352,2.96936,92.5183,2.61352,2.96937,92.5187,2.61352,2.96791,92.1408,2.61352,2.96675,91.838,2.61352,2.96937,92.5187,2.61352,2.96675,91.838,2.61352,2.96791,92.1408,2.61352,2.97101,92.9472,2.61352,2.96749,92.03,2.61352,2.96749,92.03,2.61352,2.97101,92.9472,
